customer_id,industry,segment,signup_date,subscription_id,plan_tier,mrr,start_date,end_date,status,logins_last_30_days,reports_generated,api_calls,ticket_count,avg_resolution_time,avg_csat,is_churned,engagement_risk_tier,tenure_days
CUST_00569,EdTech,Enterprise,2023-09-30,SUB_00569,Pro,199,2023-09-30,,Active,19,10,340,3.0,50.333333333333336,4.0,0,Healthy (16+ logins),93.0
CUST_00570,E-commerce,Enterprise,2023-05-31,SUB_00570,Pro,199,2023-05-31,2023-12-03,Churned,4,0,919,5.0,37.8,3.8,1,High Risk (≤5 logins),186.0
CUST_00571,Healthcare,Mid-Market,2022-03-29,SUB_00571,Pro,199,2022-03-29,,Active,41,5,923,2.0,28.0,4.5,0,Healthy (16+ logins),643.0
CUST_00572,Healthcare,SMB,2023-10-25,SUB_00572,Enterprise,999,2023-10-25,2024-05-18,Churned,1,0,17452,0.0,0.0,5.0,1,High Risk (≤5 logins),206.0
CUST_00573,E-commerce,Mid-Market,2022-06-25,SUB_00573,Starter,49,2022-06-25,,Active,32,7,195,0.0,0.0,5.0,0,Healthy (16+ logins),555.0
CUST_00574,E-commerce,SMB,2023-03-02,SUB_00574,Pro,199,2023-03-02,,Active,14,8,583,0.0,0.0,5.0,0,Medium Risk (6-15 logins),305.0
CUST_00575,Logistics,SMB,2023-08-26,SUB_00575,Enterprise,999,2023-08-26,,Active,27,11,4018,5.0,33.6,3.8,0,Healthy (16+ logins),128.0
CUST_00576,Logistics,Mid-Market,2022-03-22,SUB_00576,Pro,199,2022-03-22,,Active,32,12,752,1.0,54.0,4.0,0,Healthy (16+ logins),650.0
CUST_00577,Healthcare,SMB,2022-05-18,SUB_00577,Starter,49,2022-05-18,,Active,38,1,800,2.0,66.5,4.5,0,Healthy (16+ logins),593.0
CUST_00578,EdTech,SMB,2023-03-09,SUB_00578,Starter,49,2023-03-09,,Active,9,10,322,2.0,49.5,2.0,0,Medium Risk (6-15 logins),298.0
CUST_00579,Healthcare,SMB,2023-04-15,SUB_00579,Starter,49,2023-04-15,,Active,22,11,112,2.0,38.5,4.0,0,Healthy (16+ logins),261.0
CUST_00580,EdTech,Mid-Market,2022-12-16,SUB_00580,Pro,199,2022-12-16,,Active,10,11,851,2.0,47.0,2.5,0,Medium Risk (6-15 logins),381.0
CUST_00581,EdTech,SMB,2022-05-06,SUB_00581,Pro,199,2022-05-06,2022-08-18,Churned,4,0,674,2.0,38.5,3.5,1,High Risk (≤5 logins),104.0
CUST_00582,Logistics,Mid-Market,2022-11-05,SUB_00582,Starter,49,2022-11-05,,Active,27,4,550,1.0,12.0,1.0,0,Healthy (16+ logins),422.0
CUST_00583,FinTech,SMB,2022-08-18,SUB_00583,Pro,199,2022-08-18,,Active,32,5,234,1.0,60.0,5.0,0,Healthy (16+ logins),501.0
CUST_00584,FinTech,Mid-Market,2023-04-05,SUB_00584,Pro,199,2023-04-05,,Active,45,13,504,0.0,0.0,5.0,0,Healthy (16+ logins),271.0
CUST_00585,E-commerce,Mid-Market,2022-12-11,SUB_00585,Starter,49,2022-12-11,,Active,17,2,942,1.0,32.0,5.0,0,Healthy (16+ logins),386.0
CUST_00586,Logistics,SMB,2022-11-06,SUB_00586,Pro,199,2022-11-06,2023-06-01,Churned,0,1,70,2.0,66.0,3.5,1,High Risk (≤5 logins),207.0
CUST_00587,EdTech,SMB,2022-01-20,SUB_00587,Pro,199,2022-01-20,2022-11-29,Churned,0,0,218,4.0,31.25,2.75,1,High Risk (≤5 logins),313.0
CUST_00588,FinTech,SMB,2023-07-15,SUB_00588,Starter,49,2023-07-15,,Active,6,9,516,2.0,45.5,3.5,0,Medium Risk (6-15 logins),170.0
CUST_00589,EdTech,Enterprise,2023-10-09,SUB_00589,Pro,199,2023-10-09,,Active,20,1,752,1.0,32.0,5.0,0,Healthy (16+ logins),84.0
CUST_00590,FinTech,Mid-Market,2023-06-25,SUB_00590,Starter,49,2023-06-25,,Active,6,3,164,2.0,35.0,1.5,0,Medium Risk (6-15 logins),190.0
CUST_00591,FinTech,Enterprise,2023-07-14,SUB_00591,Pro,199,2023-07-14,,Active,40,4,512,2.0,23.0,4.0,0,Healthy (16+ logins),171.0
CUST_00592,FinTech,SMB,2023-04-22,SUB_00592,Enterprise,999,2023-04-22,,Active,6,9,41585,5.0,45.6,3.8,0,Medium Risk (6-15 logins),254.0
CUST_00593,Logistics,Mid-Market,2022-09-26,SUB_00593,Pro,199,2022-09-26,,Active,42,2,380,1.0,12.0,4.0,0,Healthy (16+ logins),462.0
CUST_00594,Healthcare,Mid-Market,2022-01-03,SUB_00594,Starter,49,2022-01-03,2022-12-28,Churned,2,0,183,5.0,42.0,3.2,1,High Risk (≤5 logins),359.0
CUST_00595,EdTech,Mid-Market,2022-01-16,SUB_00595,Starter,49,2022-01-16,2022-06-27,Churned,1,1,902,1.0,43.0,4.0,1,High Risk (≤5 logins),162.0
CUST_00596,Logistics,Enterprise,2023-08-29,SUB_00596,Starter,49,2023-08-29,,Active,31,12,368,0.0,0.0,5.0,0,Healthy (16+ logins),125.0
CUST_00597,Logistics,SMB,2022-12-24,SUB_00597,Pro,199,2022-12-24,2023-05-27,Churned,4,0,447,2.0,20.5,5.0,1,High Risk (≤5 logins),154.0
CUST_00598,Logistics,SMB,2023-10-08,SUB_00598,Starter,49,2023-10-08,,Active,25,4,7,3.0,45.333333333333336,4.666666666666667,0,Healthy (16+ logins),85.0
CUST_00599,Logistics,Mid-Market,2022-05-13,SUB_00599,Pro,199,2022-05-13,,Active,16,5,619,0.0,0.0,5.0,0,Healthy (16+ logins),598.0
CUST_00600,Logistics,Mid-Market,2022-11-08,SUB_00600,Starter,49,2022-11-08,,Active,47,12,381,1.0,19.0,5.0,0,Healthy (16+ logins),419.0
CUST_00601,E-commerce,SMB,2023-04-27,SUB_00601,Starter,49,2023-04-27,2024-04-02,Churned,1,0,381,2.0,25.5,4.5,1,High Risk (≤5 logins),341.0
CUST_00602,EdTech,SMB,2023-06-28,SUB_00602,Starter,49,2023-06-28,2024-06-11,Churned,2,0,989,6.0,48.333333333333336,3.5,1,High Risk (≤5 logins),349.0
CUST_00603,Logistics,SMB,2022-11-01,SUB_00603,Enterprise,999,2022-11-01,,Active,26,10,1131,2.0,51.5,3.0,0,Healthy (16+ logins),426.0
CUST_00604,EdTech,SMB,2022-09-26,SUB_00604,Pro,199,2022-09-26,2023-03-01,Churned,4,0,696,1.0,24.0,2.0,1,High Risk (≤5 logins),156.0
CUST_00605,E-commerce,SMB,2023-02-18,SUB_00605,Starter,49,2023-02-18,,Active,48,12,795,4.0,46.75,3.75,0,Healthy (16+ logins),317.0
CUST_00606,E-commerce,Mid-Market,2022-01-25,SUB_00606,Starter,49,2022-01-25,,Active,22,7,153,5.0,45.6,4.4,0,Healthy (16+ logins),706.0
CUST_00607,EdTech,Mid-Market,2022-11-12,SUB_00607,Pro,199,2022-11-12,,Active,48,8,33,4.0,49.25,1.75,0,Healthy (16+ logins),415.0
CUST_00608,FinTech,SMB,2023-07-25,SUB_00608,Starter,49,2023-07-25,,Active,6,8,496,1.0,43.0,5.0,0,Medium Risk (6-15 logins),160.0
CUST_00609,Healthcare,SMB,2023-10-30,SUB_00609,Pro,199,2023-10-30,,Active,33,14,863,4.0,51.5,3.25,0,Healthy (16+ logins),63.0
CUST_00610,FinTech,SMB,2022-10-03,SUB_00610,Pro,199,2022-10-03,2023-06-14,Churned,1,0,21,2.0,36.5,4.0,1,High Risk (≤5 logins),254.0
CUST_00611,FinTech,SMB,2023-01-24,SUB_00611,Pro,199,2023-01-24,,Active,35,3,379,4.0,35.75,3.25,0,Healthy (16+ logins),342.0
CUST_00612,FinTech,Mid-Market,2023-03-20,SUB_00612,Pro,199,2023-03-20,,Active,45,2,147,5.0,28.6,3.4,0,Healthy (16+ logins),287.0
CUST_00613,Logistics,Enterprise,2023-03-03,SUB_00613,Pro,199,2023-03-03,,Active,22,6,909,3.0,28.0,2.6666666666666665,0,Healthy (16+ logins),304.0
CUST_00614,E-commerce,SMB,2022-02-26,SUB_00614,Enterprise,999,2022-02-26,2022-04-13,Churned,1,0,6494,1.0,15.0,4.0,1,High Risk (≤5 logins),46.0
CUST_00615,FinTech,Mid-Market,2023-11-28,SUB_00615,Enterprise,999,2023-11-28,,Active,12,1,12563,4.0,54.25,3.75,0,Medium Risk (6-15 logins),34.0
CUST_00616,E-commerce,Mid-Market,2023-07-20,SUB_00616,Pro,199,2023-07-20,,Active,37,12,914,2.0,48.5,3.0,0,Healthy (16+ logins),165.0
CUST_00617,EdTech,Mid-Market,2023-01-03,SUB_00617,Starter,49,2023-01-03,,Active,9,9,589,3.0,47.0,4.0,0,Medium Risk (6-15 logins),363.0
CUST_00618,Healthcare,SMB,2022-12-08,SUB_00618,Starter,49,2022-12-08,2023-11-13,Churned,1,0,743,1.0,46.0,5.0,1,High Risk (≤5 logins),340.0
CUST_00619,EdTech,Enterprise,2022-10-31,SUB_00619,Starter,49,2022-10-31,,Active,17,8,550,1.0,52.0,5.0,0,Healthy (16+ logins),427.0
CUST_00620,EdTech,SMB,2023-01-09,SUB_00620,Pro,199,2023-01-09,,Active,15,7,676,3.0,42.333333333333336,3.6666666666666665,0,Medium Risk (6-15 logins),357.0
CUST_00621,Logistics,SMB,2022-04-22,SUB_00621,Pro,199,2022-04-22,2023-01-22,Churned,4,0,98,3.0,59.0,4.333333333333333,1,High Risk (≤5 logins),275.0
CUST_00622,Healthcare,SMB,2022-01-06,SUB_00622,Starter,49,2022-01-06,2022-06-21,Churned,4,0,640,2.0,20.5,4.5,1,High Risk (≤5 logins),166.0
CUST_00623,EdTech,SMB,2022-10-06,SUB_00623,Starter,49,2022-10-06,,Active,49,7,530,1.0,28.0,1.0,0,Healthy (16+ logins),452.0
CUST_00624,EdTech,SMB,2023-01-17,SUB_00624,Starter,49,2023-01-17,2023-09-20,Churned,2,1,270,3.0,43.666666666666664,4.0,1,High Risk (≤5 logins),246.0
CUST_00625,Healthcare,SMB,2022-01-13,SUB_00625,Pro,199,2022-01-13,2022-08-26,Churned,0,1,984,2.0,22.5,3.0,1,High Risk (≤5 logins),225.0
CUST_00626,Healthcare,SMB,2022-10-30,SUB_00626,Pro,199,2022-10-30,,Active,34,2,0,2.0,13.5,3.0,0,Healthy (16+ logins),428.0
CUST_00627,EdTech,Mid-Market,2023-07-10,SUB_00627,Pro,199,2023-07-10,,Active,20,7,286,5.0,45.0,3.8,0,Healthy (16+ logins),175.0
CUST_00628,Healthcare,Mid-Market,2023-09-09,SUB_00628,Starter,49,2023-09-09,,Active,49,5,996,2.0,13.0,2.0,0,Healthy (16+ logins),114.0
CUST_00629,EdTech,SMB,2022-06-09,SUB_00629,Pro,199,2022-06-09,2023-01-25,Churned,3,0,179,2.0,64.5,4.5,1,High Risk (≤5 logins),230.0
CUST_00630,EdTech,Mid-Market,2022-06-03,SUB_00630,Starter,49,2022-06-03,,Active,22,1,938,5.0,39.8,4.2,0,Healthy (16+ logins),577.0
CUST_00631,Logistics,Mid-Market,2022-06-30,SUB_00631,Pro,199,2022-06-30,,Active,46,9,255,0.0,0.0,5.0,0,Healthy (16+ logins),550.0
CUST_00632,FinTech,Mid-Market,2023-06-10,SUB_00632,Starter,49,2023-06-10,,Active,27,11,173,0.0,0.0,5.0,0,Healthy (16+ logins),205.0
CUST_00633,EdTech,SMB,2022-06-29,SUB_00633,Starter,49,2022-06-29,,Active,40,8,853,2.0,9.0,2.5,0,Healthy (16+ logins),551.0
CUST_00634,E-commerce,Mid-Market,2023-01-12,SUB_00634,Starter,49,2023-01-12,,Active,42,2,49,0.0,0.0,5.0,0,Healthy (16+ logins),354.0
CUST_00635,FinTech,Enterprise,2022-06-17,SUB_00635,Starter,49,2022-06-17,,Active,12,2,531,2.0,59.0,2.0,0,Medium Risk (6-15 logins),563.0
CUST_00636,FinTech,Mid-Market,2022-08-02,SUB_00636,Enterprise,999,2022-08-02,,Active,43,3,9924,0.0,0.0,5.0,0,Healthy (16+ logins),517.0
CUST_00637,FinTech,SMB,2022-05-30,SUB_00637,Starter,49,2022-05-30,2023-01-21,Churned,1,0,189,1.0,71.0,5.0,1,High Risk (≤5 logins),236.0
CUST_00638,Logistics,SMB,2022-01-16,SUB_00638,Starter,49,2022-01-16,,Active,16,9,750,3.0,19.0,1.6666666666666667,0,Healthy (16+ logins),715.0
CUST_00639,EdTech,Mid-Market,2022-04-01,SUB_00639,Pro,199,2022-04-01,,Active,22,12,42,3.0,56.333333333333336,4.333333333333333,0,Healthy (16+ logins),640.0
CUST_00640,Logistics,SMB,2022-04-30,SUB_00640,Pro,199,2022-04-30,,Active,23,6,516,1.0,33.0,5.0,0,Healthy (16+ logins),611.0
CUST_00641,EdTech,SMB,2022-09-10,SUB_00641,Starter,49,2022-09-10,,Active,40,3,974,5.0,33.8,3.8,0,Healthy (16+ logins),478.0
CUST_00642,Logistics,SMB,2022-03-01,SUB_00642,Pro,199,2022-03-01,2022-04-15,Churned,4,0,759,1.0,52.0,5.0,1,High Risk (≤5 logins),45.0
CUST_00643,Logistics,Mid-Market,2022-09-23,SUB_00643,Pro,199,2022-09-23,,Active,9,8,65,2.0,37.0,2.0,0,Medium Risk (6-15 logins),465.0
CUST_00644,E-commerce,Mid-Market,2023-02-13,SUB_00644,Starter,49,2023-02-13,,Active,43,6,395,0.0,0.0,5.0,0,Healthy (16+ logins),322.0
CUST_00645,Logistics,SMB,2022-01-31,SUB_00645,Starter,49,2022-01-31,,Active,32,8,250,2.0,68.0,2.0,0,Healthy (16+ logins),700.0
CUST_00646,Healthcare,Enterprise,2022-01-21,SUB_00646,Starter,49,2022-01-21,,Active,30,10,127,3.0,35.333333333333336,2.3333333333333335,0,Healthy (16+ logins),710.0
CUST_00647,E-commerce,SMB,2023-08-16,SUB_00647,Pro,199,2023-08-16,,Active,47,12,696,2.0,45.0,4.5,0,Healthy (16+ logins),138.0
CUST_00648,Logistics,Mid-Market,2022-10-16,SUB_00648,Starter,49,2022-10-16,,Active,25,2,187,2.0,57.5,3.5,0,Healthy (16+ logins),442.0
CUST_00649,FinTech,Mid-Market,2023-06-27,SUB_00649,Starter,49,2023-06-27,2023-08-08,Churned,2,1,182,1.0,67.0,1.0,1,High Risk (≤5 logins),42.0
CUST_00650,Healthcare,Mid-Market,2023-05-13,SUB_00650,Pro,199,2023-05-13,,Active,25,11,582,2.0,36.0,3.0,0,Healthy (16+ logins),233.0
CUST_00651,Healthcare,Enterprise,2023-04-19,SUB_00651,Pro,199,2023-04-19,,Active,15,5,577,0.0,0.0,5.0,0,Medium Risk (6-15 logins),257.0
CUST_00652,Healthcare,SMB,2023-02-09,SUB_00652,Starter,49,2023-02-09,2023-05-27,Churned,4,0,967,2.0,45.5,3.5,1,High Risk (≤5 logins),107.0
CUST_00653,E-commerce,Mid-Market,2023-07-02,SUB_00653,Pro,199,2023-07-02,,Active,43,14,840,0.0,0.0,5.0,0,Healthy (16+ logins),183.0
CUST_00654,Logistics,SMB,2022-05-12,SUB_00654,Starter,49,2022-05-12,2023-01-10,Churned,2,1,761,6.0,30.666666666666668,3.3333333333333335,1,High Risk (≤5 logins),243.0
CUST_00655,Logistics,Mid-Market,2022-11-20,SUB_00655,Starter,49,2022-11-20,2023-11-13,Churned,1,0,666,3.0,54.0,3.3333333333333335,1,High Risk (≤5 logins),358.0
CUST_00656,FinTech,Mid-Market,2022-05-12,SUB_00656,Pro,199,2022-05-12,,Active,31,4,411,0.0,0.0,5.0,0,Healthy (16+ logins),599.0
CUST_00657,FinTech,Mid-Market,2023-06-05,SUB_00657,Enterprise,999,2023-06-05,,Active,5,3,46440,4.0,28.5,2.75,0,High Risk (≤5 logins),210.0
CUST_00658,Healthcare,SMB,2022-01-30,SUB_00658,Starter,49,2022-01-30,2022-06-27,Churned,4,0,78,4.0,30.25,2.0,1,High Risk (≤5 logins),148.0
CUST_00659,FinTech,Mid-Market,2023-09-19,SUB_00659,Pro,199,2023-09-19,,Active,20,9,18,6.0,48.166666666666664,3.8333333333333335,0,Healthy (16+ logins),104.0
CUST_00660,E-commerce,SMB,2022-10-28,SUB_00660,Pro,199,2022-10-28,2023-05-26,Churned,2,0,477,4.0,39.75,2.75,1,High Risk (≤5 logins),210.0
CUST_00661,Logistics,SMB,2022-01-04,SUB_00661,Starter,49,2022-01-04,,Active,22,7,946,4.0,42.25,3.25,0,Healthy (16+ logins),727.0
CUST_00662,Healthcare,Mid-Market,2022-11-21,SUB_00662,Pro,199,2022-11-21,,Active,45,7,780,1.0,70.0,3.0,0,Healthy (16+ logins),406.0
CUST_00663,FinTech,SMB,2023-05-24,SUB_00663,Starter,49,2023-05-24,,Active,38,6,44,1.0,16.0,1.0,0,Healthy (16+ logins),222.0
CUST_00664,E-commerce,Mid-Market,2022-08-25,SUB_00664,Enterprise,999,2022-08-25,,Active,48,9,36176,1.0,60.0,1.0,0,Healthy (16+ logins),494.0
CUST_00665,E-commerce,SMB,2023-06-19,SUB_00665,Pro,199,2023-06-19,,Active,29,3,221,4.0,39.75,3.25,0,Healthy (16+ logins),196.0
CUST_00666,FinTech,SMB,2022-01-16,SUB_00666,Starter,49,2022-01-16,,Active,46,14,128,4.0,57.25,4.0,0,Healthy (16+ logins),715.0
CUST_00667,Logistics,Mid-Market,2023-06-18,SUB_00667,Starter,49,2023-06-18,,Active,38,1,617,2.0,47.0,4.5,0,Healthy (16+ logins),197.0
CUST_00668,FinTech,SMB,2023-08-07,SUB_00668,Starter,49,2023-08-07,,Active,19,7,762,5.0,22.6,3.4,0,Healthy (16+ logins),147.0
CUST_00669,Healthcare,SMB,2023-03-22,SUB_00669,Starter,49,2023-03-22,,Active,8,9,632,3.0,43.333333333333336,4.333333333333333,0,Medium Risk (6-15 logins),285.0
CUST_00670,FinTech,Mid-Market,2023-05-18,SUB_00670,Starter,49,2023-05-18,,Active,8,6,229,3.0,20.333333333333332,3.6666666666666665,0,Medium Risk (6-15 logins),228.0
CUST_00671,E-commerce,SMB,2022-08-18,SUB_00671,Starter,49,2022-08-18,,Active,29,10,792,1.0,23.0,4.0,0,Healthy (16+ logins),501.0
CUST_00672,FinTech,Mid-Market,2022-04-17,SUB_00672,Pro,199,2022-04-17,,Active,45,2,226,4.0,40.75,2.75,0,Healthy (16+ logins),624.0
CUST_00673,Logistics,SMB,2023-01-24,SUB_00673,Starter,49,2023-01-24,2024-01-12,Churned,1,0,921,1.0,42.0,4.0,1,High Risk (≤5 logins),353.0
CUST_00674,EdTech,Mid-Market,2022-09-20,SUB_00674,Pro,199,2022-09-20,,Active,46,8,396,2.0,49.0,1.5,0,Healthy (16+ logins),468.0
CUST_00675,FinTech,Mid-Market,2023-07-17,SUB_00675,Pro,199,2023-07-17,,Active,29,9,274,1.0,28.0,3.0,0,Healthy (16+ logins),168.0
CUST_00676,Logistics,Mid-Market,2022-03-06,SUB_00676,Starter,49,2022-03-06,2023-02-28,Churned,0,1,137,5.0,40.6,3.8,1,High Risk (≤5 logins),359.0
CUST_00677,Logistics,SMB,2022-09-22,SUB_00677,Pro,199,2022-09-22,,Active,39,8,172,4.0,53.75,3.5,0,Healthy (16+ logins),466.0
CUST_00678,E-commerce,Mid-Market,2022-12-04,SUB_00678,Starter,49,2022-12-04,,Active,13,9,326,2.0,58.0,4.5,0,Medium Risk (6-15 logins),393.0
CUST_00679,Logistics,Mid-Market,2022-10-28,SUB_00679,Starter,49,2022-10-28,,Active,18,1,782,5.0,35.2,3.0,0,Healthy (16+ logins),430.0
CUST_00680,Logistics,Mid-Market,2023-01-13,SUB_00680,Pro,199,2023-01-13,2023-06-28,Churned,0,0,214,0.0,0.0,5.0,1,High Risk (≤5 logins),166.0
CUST_00681,Logistics,SMB,2022-06-24,SUB_00681,Starter,49,2022-06-24,,Active,13,3,227,3.0,65.0,2.0,0,Medium Risk (6-15 logins),556.0
CUST_00682,Logistics,Mid-Market,2022-06-01,SUB_00682,Pro,199,2022-06-01,2022-12-26,Churned,4,0,106,3.0,51.666666666666664,3.6666666666666665,1,High Risk (≤5 logins),208.0
CUST_00683,Healthcare,Mid-Market,2023-04-21,SUB_00683,Pro,199,2023-04-21,2023-12-14,Churned,3,0,158,3.0,30.666666666666668,2.6666666666666665,1,High Risk (≤5 logins),237.0
CUST_00684,Healthcare,SMB,2022-09-23,SUB_00684,Enterprise,999,2022-09-23,,Active,41,3,4444,4.0,36.5,2.5,0,Healthy (16+ logins),465.0
CUST_00685,E-commerce,SMB,2022-11-25,SUB_00685,Pro,199,2022-11-25,2023-02-16,Churned,1,0,135,2.0,54.0,5.0,1,High Risk (≤5 logins),83.0
CUST_00686,FinTech,Mid-Market,2022-06-12,SUB_00686,Pro,199,2022-06-12,,Active,19,10,762,4.0,35.5,3.25,0,Healthy (16+ logins),568.0
CUST_00687,Logistics,SMB,2023-03-14,SUB_00687,Starter,49,2023-03-14,,Active,40,1,29,2.0,40.5,4.0,0,Healthy (16+ logins),293.0
CUST_00688,FinTech,Enterprise,2022-12-09,SUB_00688,Starter,49,2022-12-09,,Active,18,3,97,2.0,61.5,2.5,0,Healthy (16+ logins),388.0
CUST_00689,FinTech,Mid-Market,2023-01-02,SUB_00689,Pro,199,2023-01-02,2023-04-20,Churned,1,0,608,3.0,57.666666666666664,4.0,1,High Risk (≤5 logins),108.0
CUST_00690,E-commerce,Mid-Market,2023-04-10,SUB_00690,Starter,49,2023-04-10,,Active,43,9,768,2.0,52.5,3.0,0,Healthy (16+ logins),266.0
CUST_00691,Logistics,SMB,2022-07-18,SUB_00691,Starter,49,2022-07-18,,Active,40,14,783,3.0,23.666666666666668,3.6666666666666665,0,Healthy (16+ logins),532.0
CUST_00692,Logistics,SMB,2023-05-15,SUB_00692,Starter,49,2023-05-15,2024-03-10,Churned,4,1,881,3.0,26.666666666666668,4.0,1,High Risk (≤5 logins),300.0
CUST_00693,EdTech,Enterprise,2022-01-16,SUB_00693,Pro,199,2022-01-16,,Active,21,11,522,4.0,45.0,3.5,0,Healthy (16+ logins),715.0
CUST_00694,FinTech,SMB,2022-10-23,SUB_00694,Starter,49,2022-10-23,,Active,30,2,922,5.0,46.0,2.2,0,Healthy (16+ logins),435.0
CUST_00695,FinTech,Mid-Market,2023-05-26,SUB_00695,Pro,199,2023-05-26,,Active,45,1,341,1.0,64.0,3.0,0,Healthy (16+ logins),220.0
CUST_00696,Healthcare,SMB,2022-08-27,SUB_00696,Starter,49,2022-08-27,2023-01-21,Churned,1,1,167,0.0,0.0,5.0,1,High Risk (≤5 logins),147.0
CUST_00697,EdTech,SMB,2023-08-04,SUB_00697,Starter,49,2023-08-04,,Active,7,7,210,1.0,24.0,5.0,0,Medium Risk (6-15 logins),150.0
CUST_00698,Healthcare,SMB,2022-10-28,SUB_00698,Starter,49,2022-10-28,2023-03-12,Churned,4,1,683,6.0,32.0,4.5,1,High Risk (≤5 logins),135.0
CUST_00699,Healthcare,SMB,2022-01-06,SUB_00699,Starter,49,2022-01-06,,Active,45,13,837,0.0,0.0,5.0,0,Healthy (16+ logins),725.0
CUST_00700,Healthcare,Enterprise,2022-08-08,SUB_00700,Pro,199,2022-08-08,,Active,44,1,631,4.0,30.5,2.5,0,Healthy (16+ logins),511.0
CUST_00701,E-commerce,SMB,2023-03-29,SUB_00701,Starter,49,2023-03-29,,Active,43,13,184,1.0,54.0,5.0,0,Healthy (16+ logins),278.0
CUST_00702,E-commerce,SMB,2023-03-09,SUB_00702,Starter,49,2023-03-09,,Active,11,13,431,0.0,0.0,5.0,0,Medium Risk (6-15 logins),298.0
CUST_00703,Healthcare,SMB,2023-01-21,SUB_00703,Pro,199,2023-01-21,,Active,40,10,423,3.0,43.666666666666664,4.333333333333333,0,Healthy (16+ logins),345.0
CUST_00704,EdTech,SMB,2023-09-11,SUB_00704,Starter,49,2023-09-11,,Active,23,12,38,1.0,30.0,4.0,0,Healthy (16+ logins),112.0
CUST_00705,FinTech,SMB,2022-10-22,SUB_00705,Starter,49,2022-10-22,2023-03-05,Churned,4,1,979,2.0,32.0,3.5,1,High Risk (≤5 logins),134.0
CUST_00706,EdTech,Mid-Market,2022-04-28,SUB_00706,Starter,49,2022-04-28,,Active,24,5,386,4.0,43.5,4.25,0,Healthy (16+ logins),613.0
CUST_00707,Logistics,SMB,2023-02-09,SUB_00707,Enterprise,999,2023-02-09,2024-01-07,Churned,0,1,27964,1.0,57.0,5.0,1,High Risk (≤5 logins),332.0
CUST_00708,E-commerce,SMB,2023-11-11,SUB_00708,Pro,199,2023-11-11,,Active,16,14,768,3.0,31.666666666666668,2.3333333333333335,0,Healthy (16+ logins),51.0
CUST_00709,FinTech,SMB,2023-08-17,SUB_00709,Starter,49,2023-08-17,2024-01-11,Churned,3,0,790,1.0,60.0,2.0,1,High Risk (≤5 logins),147.0
CUST_00710,FinTech,Enterprise,2023-07-20,SUB_00710,Starter,49,2023-07-20,,Active,34,5,741,6.0,43.833333333333336,4.0,0,Healthy (16+ logins),165.0
CUST_00711,Logistics,SMB,2022-01-12,SUB_00711,Starter,49,2022-01-12,,Active,24,4,450,3.0,44.333333333333336,2.3333333333333335,0,Healthy (16+ logins),719.0
CUST_00712,Logistics,SMB,2022-07-28,SUB_00712,Starter,49,2022-07-28,,Active,8,3,957,1.0,33.0,2.0,0,Medium Risk (6-15 logins),522.0
CUST_00713,Healthcare,Mid-Market,2022-06-14,SUB_00713,Pro,199,2022-06-14,2023-02-27,Churned,0,1,114,3.0,23.333333333333332,3.6666666666666665,1,High Risk (≤5 logins),258.0
CUST_00714,E-commerce,SMB,2022-10-21,SUB_00714,Pro,199,2022-10-21,2023-04-16,Churned,1,0,929,3.0,42.0,4.333333333333333,1,High Risk (≤5 logins),177.0
CUST_00715,E-commerce,SMB,2023-06-03,SUB_00715,Starter,49,2023-06-03,,Active,27,8,400,3.0,33.333333333333336,4.0,0,Healthy (16+ logins),212.0
CUST_00716,EdTech,SMB,2022-03-19,SUB_00716,Pro,199,2022-03-19,,Active,10,7,303,3.0,56.666666666666664,4.333333333333333,0,Medium Risk (6-15 logins),653.0
CUST_00717,Healthcare,Mid-Market,2023-03-10,SUB_00717,Starter,49,2023-03-10,,Active,22,5,602,6.0,45.333333333333336,3.5,0,Healthy (16+ logins),297.0
CUST_00718,Healthcare,SMB,2023-07-31,SUB_00718,Starter,49,2023-07-31,2024-01-26,Churned,2,1,308,5.0,43.6,3.2,1,High Risk (≤5 logins),179.0
CUST_00719,Healthcare,Mid-Market,2023-09-06,SUB_00719,Starter,49,2023-09-06,2024-08-04,Churned,2,0,572,2.0,63.0,4.5,1,High Risk (≤5 logins),333.0
CUST_00720,Healthcare,Mid-Market,2023-11-14,SUB_00720,Starter,49,2023-11-14,2024-08-25,Churned,0,0,102,2.0,25.0,3.0,1,High Risk (≤5 logins),285.0
CUST_00721,E-commerce,SMB,2022-03-18,SUB_00721,Enterprise,999,2022-03-18,2022-07-07,Churned,2,0,24274,1.0,43.0,5.0,1,High Risk (≤5 logins),111.0
CUST_00722,E-commerce,SMB,2022-02-17,SUB_00722,Starter,49,2022-02-17,2022-04-03,Churned,1,1,101,1.0,34.0,4.0,1,High Risk (≤5 logins),45.0
CUST_00723,Healthcare,SMB,2022-03-23,SUB_00723,Starter,49,2022-03-23,,Active,45,2,906,2.0,49.0,3.0,0,Healthy (16+ logins),649.0
CUST_00724,EdTech,Mid-Market,2022-07-28,SUB_00724,Enterprise,999,2022-07-28,2023-03-07,Churned,0,0,39673,2.0,61.0,3.0,1,High Risk (≤5 logins),222.0
CUST_00725,FinTech,SMB,2023-03-21,SUB_00725,Pro,199,2023-03-21,2023-11-16,Churned,2,1,89,7.0,40.0,4.285714285714286,1,High Risk (≤5 logins),240.0
