subscription_id,customer_id,plan_tier,mrr,start_date,end_date,status
SUB_01346,CUST_01346,Starter,49,2023-05-08,,Active
SUB_01347,CUST_01347,Starter,49,2022-12-04,2023-01-07,Churned
SUB_01348,CUST_01348,Starter,49,2023-10-08,,Active
SUB_01349,CUST_01349,Pro,199,2022-03-07,,Active
SUB_01350,CUST_01350,Starter,49,2023-02-26,,Active
SUB_01351,CUST_01351,Starter,49,2023-06-24,,Active
SUB_01352,CUST_01352,Starter,49,2023-09-21,,Active
SUB_01353,CUST_01353,Starter,49,2023-05-08,,Active
SUB_01354,CUST_01354,Starter,49,2022-11-13,,Active
SUB_01355,CUST_01355,Enterprise,999,2023-09-18,,Active
SUB_01356,CUST_01356,Starter,49,2022-03-16,,Active
SUB_01357,CUST_01357,Pro,199,2022-02-28,,Active
SUB_01358,CUST_01358,Starter,49,2023-01-21,,Active
SUB_01359,CUST_01359,Pro,199,2022-01-15,2022-09-03,Churned
SUB_01360,CUST_01360,Pro,199,2022-08-19,2022-09-29,Churned
SUB_01361,CUST_01361,Starter,49,2023-09-09,,Active
SUB_01362,CUST_01362,Pro,199,2023-11-08,2024-08-03,Churned
SUB_01363,CUST_01363,Starter,49,2022-07-18,2023-03-29,Churned
SUB_01364,CUST_01364,Pro,199,2022-12-20,,Active
SUB_01365,CUST_01365,Starter,49,2022-02-04,,Active
SUB_01366,CUST_01366,Enterprise,999,2022-06-11,2023-01-08,Churned
SUB_01367,CUST_01367,Pro,199,2023-04-16,,Active
SUB_01368,CUST_01368,Enterprise,999,2023-06-15,,Active
SUB_01369,CUST_01369,Pro,199,2023-02-27,2024-01-19,Churned
SUB_01370,CUST_01370,Starter,49,2022-12-14,,Active
SUB_01371,CUST_01371,Pro,199,2023-11-25,,Active
SUB_01372,CUST_01372,Pro,199,2022-05-27,,Active
SUB_01373,CUST_01373,Enterprise,999,2023-01-09,,Active
SUB_01374,CUST_01374,Starter,49,2023-11-19,,Active
SUB_01375,CUST_01375,Pro,199,2023-11-06,,Active
SUB_01376,CUST_01376,Starter,49,2023-02-20,,Active
SUB_01377,CUST_01377,Pro,199,2023-11-18,,Active
SUB_01378,CUST_01378,Starter,49,2023-05-09,,Active
SUB_01379,CUST_01379,Starter,49,2023-07-13,,Active
SUB_01380,CUST_01380,Enterprise,999,2022-09-13,,Active
SUB_01381,CUST_01381,Starter,49,2023-11-17,,Active
SUB_01382,CUST_01382,Pro,199,2022-04-13,,Active
SUB_01383,CUST_01383,Pro,199,2022-05-01,2023-03-30,Churned
SUB_01384,CUST_01384,Starter,49,2023-02-23,,Active
SUB_01385,CUST_01385,Starter,49,2022-12-16,,Active
SUB_01386,CUST_01386,Pro,199,2023-10-19,2024-09-19,Churned
SUB_01387,CUST_01387,Starter,49,2022-02-11,,Active
SUB_01388,CUST_01388,Pro,199,2023-01-02,2023-07-28,Churned
SUB_01389,CUST_01389,Enterprise,999,2022-01-29,,Active
SUB_01390,CUST_01390,Starter,49,2022-01-14,2022-06-10,Churned
SUB_01391,CUST_01391,Starter,49,2023-04-30,2023-08-13,Churned
SUB_01392,CUST_01392,Starter,49,2022-07-08,,Active
SUB_01393,CUST_01393,Pro,199,2022-10-22,,Active
SUB_01394,CUST_01394,Starter,49,2022-07-02,2022-09-15,Churned
SUB_01395,CUST_01395,Starter,49,2023-07-02,,Active
SUB_01396,CUST_01396,Pro,199,2022-02-06,2022-10-20,Churned
SUB_01397,CUST_01397,Enterprise,999,2022-01-14,,Active
SUB_01398,CUST_01398,Starter,49,2023-09-27,,Active
SUB_01399,CUST_01399,Starter,49,2023-08-18,,Active
SUB_01400,CUST_01400,Enterprise,999,2022-06-08,,Active
SUB_01401,CUST_01401,Pro,199,2023-05-09,,Active
SUB_01402,CUST_01402,Pro,199,2022-11-25,,Active
SUB_01403,CUST_01403,Pro,199,2023-09-06,,Active
SUB_01404,CUST_01404,Enterprise,999,2022-03-24,,Active
SUB_01405,CUST_01405,Pro,199,2023-07-10,,Active
SUB_01406,CUST_01406,Pro,199,2023-08-03,2024-06-21,Churned
SUB_01407,CUST_01407,Pro,199,2023-07-14,2024-04-08,Churned
SUB_01408,CUST_01408,Pro,199,2023-07-23,,Active
SUB_01409,CUST_01409,Starter,49,2023-08-10,,Active
SUB_01410,CUST_01410,Starter,49,2022-01-22,,Active
SUB_01411,CUST_01411,Pro,199,2022-05-12,,Active
SUB_01412,CUST_01412,Starter,49,2023-04-10,,Active
SUB_01413,CUST_01413,Pro,199,2023-04-01,,Active
SUB_01414,CUST_01414,Starter,49,2022-10-29,,Active
SUB_01415,CUST_01415,Pro,199,2022-09-24,2023-03-13,Churned
SUB_01416,CUST_01416,Starter,49,2023-01-30,,Active
SUB_01417,CUST_01417,Pro,199,2022-04-30,,Active
SUB_01418,CUST_01418,Pro,199,2022-09-03,,Active
SUB_01419,CUST_01419,Starter,49,2023-07-22,,Active
SUB_01420,CUST_01420,Pro,199,2022-02-07,,Active
SUB_01421,CUST_01421,Starter,49,2022-09-02,,Active
SUB_01422,CUST_01422,Starter,49,2022-01-21,,Active
SUB_01423,CUST_01423,Starter,49,2022-04-20,,Active
SUB_01424,CUST_01424,Starter,49,2023-08-29,,Active
SUB_01425,CUST_01425,Enterprise,999,2023-01-29,,Active
SUB_01426,CUST_01426,Starter,49,2023-02-14,2023-10-05,Churned
SUB_01427,CUST_01427,Pro,199,2023-10-10,,Active
SUB_01428,CUST_01428,Starter,49,2022-01-08,,Active
SUB_01429,CUST_01429,Pro,199,2023-03-20,,Active
SUB_01430,CUST_01430,Starter,49,2022-11-24,2023-05-22,Churned
SUB_01431,CUST_01431,Pro,199,2022-10-17,2023-03-25,Churned
SUB_01432,CUST_01432,Pro,199,2023-05-26,,Active
SUB_01433,CUST_01433,Pro,199,2022-12-27,2023-12-24,Churned
SUB_01434,CUST_01434,Starter,49,2023-08-22,,Active
SUB_01435,CUST_01435,Pro,199,2022-08-07,2023-06-01,Churned
SUB_01436,CUST_01436,Starter,49,2023-02-10,,Active
SUB_01437,CUST_01437,Starter,49,2023-09-13,,Active
SUB_01438,CUST_01438,Starter,49,2022-08-08,,Active
SUB_01439,CUST_01439,Starter,49,2023-08-18,,Active
SUB_01440,CUST_01440,Starter,49,2022-04-17,,Active
SUB_01441,CUST_01441,Pro,199,2023-08-04,,Active
SUB_01442,CUST_01442,Starter,49,2023-09-01,,Active
SUB_01443,CUST_01443,Starter,49,2022-10-13,,Active
SUB_01444,CUST_01444,Starter,49,2022-01-08,,Active
SUB_01445,CUST_01445,Pro,199,2022-07-08,2023-06-15,Churned
SUB_01446,CUST_01446,Pro,199,2022-03-22,2022-09-04,Churned
SUB_01447,CUST_01447,Starter,49,2022-04-18,2022-09-10,Churned
SUB_01448,CUST_01448,Pro,199,2022-11-17,,Active
SUB_01449,CUST_01449,Pro,199,2023-08-02,2024-02-08,Churned
SUB_01450,CUST_01450,Starter,49,2023-11-17,,Active
SUB_01451,CUST_01451,Pro,199,2022-12-12,,Active
SUB_01452,CUST_01452,Pro,199,2022-11-24,,Active
SUB_01453,CUST_01453,Pro,199,2023-07-09,,Active
SUB_01454,CUST_01454,Starter,49,2023-11-30,,Active
SUB_01455,CUST_01455,Starter,49,2022-10-29,,Active
SUB_01456,CUST_01456,Starter,49,2022-07-19,2023-01-19,Churned
SUB_01457,CUST_01457,Pro,199,2023-02-23,,Active
SUB_01458,CUST_01458,Pro,199,2022-02-08,,Active
SUB_01459,CUST_01459,Starter,49,2022-11-03,,Active
SUB_01460,CUST_01460,Starter,49,2022-01-04,,Active
SUB_01461,CUST_01461,Pro,199,2023-09-25,2024-04-14,Churned
SUB_01462,CUST_01462,Pro,199,2022-03-18,,Active
SUB_01463,CUST_01463,Pro,199,2023-04-13,,Active
SUB_01464,CUST_01464,Pro,199,2022-06-28,,Active
SUB_01465,CUST_01465,Pro,199,2023-10-07,,Active
SUB_01466,CUST_01466,Starter,49,2022-10-03,,Active
SUB_01467,CUST_01467,Starter,49,2022-06-01,,Active
SUB_01468,CUST_01468,Starter,49,2022-06-13,,Active
SUB_01469,CUST_01469,Pro,199,2022-10-17,,Active
SUB_01470,CUST_01470,Starter,49,2023-01-13,,Active
SUB_01471,CUST_01471,Starter,49,2023-09-13,2024-02-19,Churned
SUB_01472,CUST_01472,Starter,49,2023-09-30,2024-01-16,Churned
SUB_01473,CUST_01473,Starter,49,2022-11-06,,Active
SUB_01474,CUST_01474,Pro,199,2023-01-24,,Active
SUB_01475,CUST_01475,Starter,49,2023-10-20,,Active
SUB_01476,CUST_01476,Starter,49,2022-07-02,2022-09-26,Churned
SUB_01477,CUST_01477,Pro,199,2022-11-02,,Active
SUB_01478,CUST_01478,Starter,49,2022-03-13,2022-06-07,Churned
SUB_01479,CUST_01479,Pro,199,2022-08-07,,Active
SUB_01480,CUST_01480,Pro,199,2022-06-22,,Active
SUB_01481,CUST_01481,Enterprise,999,2023-10-15,,Active
SUB_01482,CUST_01482,Pro,199,2022-09-29,,Active
SUB_01483,CUST_01483,Starter,49,2023-04-13,,Active
SUB_01484,CUST_01484,Pro,199,2022-09-26,,Active
SUB_01485,CUST_01485,Starter,49,2022-01-20,2023-01-19,Churned
SUB_01486,CUST_01486,Starter,49,2023-08-01,,Active
SUB_01487,CUST_01487,Starter,49,2023-05-18,2023-10-28,Churned
SUB_01488,CUST_01488,Starter,49,2022-05-27,,Active
SUB_01489,CUST_01489,Pro,199,2023-03-05,2023-04-17,Churned
SUB_01490,CUST_01490,Starter,49,2022-06-14,2023-04-22,Churned
SUB_01491,CUST_01491,Pro,199,2022-11-06,2023-09-25,Churned
SUB_01492,CUST_01492,Starter,49,2023-06-02,2023-11-25,Churned
SUB_01493,CUST_01493,Starter,49,2022-01-14,2022-06-19,Churned
SUB_01494,CUST_01494,Enterprise,999,2022-05-12,,Active
SUB_01495,CUST_01495,Starter,49,2023-03-15,,Active
SUB_01496,CUST_01496,Pro,199,2023-11-05,,Active
SUB_01497,CUST_01497,Starter,49,2022-09-20,2023-07-06,Churned
SUB_01498,CUST_01498,Starter,49,2023-10-05,2024-09-12,Churned
SUB_01499,CUST_01499,Starter,49,2022-08-13,,Active
SUB_01500,CUST_01500,Pro,199,2022-09-15,,Active
SUB_01501,CUST_01501,Starter,49,2022-08-22,2023-04-26,Churned
SUB_01502,CUST_01502,Starter,49,2022-12-02,2023-08-21,Churned
SUB_01503,CUST_01503,Starter,49,2023-02-13,,Active
SUB_01504,CUST_01504,Pro,199,2022-01-24,,Active
SUB_01505,CUST_01505,Pro,199,2022-09-28,,Active
SUB_01506,CUST_01506,Pro,199,2022-04-05,,Active
SUB_01507,CUST_01507,Starter,49,2022-05-22,,Active
SUB_01508,CUST_01508,Pro,199,2023-11-25,,Active
SUB_01509,CUST_01509,Pro,199,2022-03-22,2022-10-05,Churned
SUB_01510,CUST_01510,Pro,199,2022-10-01,,Active
SUB_01511,CUST_01511,Pro,199,2022-10-03,,Active
SUB_01512,CUST_01512,Pro,199,2023-04-10,2023-09-29,Churned
SUB_01513,CUST_01513,Starter,49,2022-07-27,2023-05-12,Churned
SUB_01514,CUST_01514,Pro,199,2022-10-23,2023-06-27,Churned
SUB_01515,CUST_01515,Enterprise,999,2022-02-08,,Active
SUB_01516,CUST_01516,Starter,49,2022-10-15,2023-09-17,Churned
SUB_01517,CUST_01517,Starter,49,2022-05-04,,Active
SUB_01518,CUST_01518,Enterprise,999,2022-10-10,2023-04-03,Churned
SUB_01519,CUST_01519,Starter,49,2022-06-29,,Active
SUB_01520,CUST_01520,Pro,199,2022-04-07,,Active
SUB_01521,CUST_01521,Starter,49,2022-07-10,,Active
SUB_01522,CUST_01522,Starter,49,2022-03-15,,Active
SUB_01523,CUST_01523,Starter,49,2023-03-23,2023-07-29,Churned
SUB_01524,CUST_01524,Starter,49,2023-05-12,,Active
SUB_01525,CUST_01525,Starter,49,2023-07-15,,Active
SUB_01526,CUST_01526,Starter,49,2023-04-29,,Active
SUB_01527,CUST_01527,Pro,199,2022-04-26,,Active
SUB_01528,CUST_01528,Enterprise,999,2023-06-19,2024-01-16,Churned
SUB_01529,CUST_01529,Starter,49,2022-04-08,2022-10-23,Churned
SUB_01530,CUST_01530,Pro,199,2022-11-24,2023-08-13,Churned
SUB_01531,CUST_01531,Pro,199,2023-02-11,,Active
SUB_01532,CUST_01532,Pro,199,2022-11-09,,Active
SUB_01533,CUST_01533,Pro,199,2023-11-25,,Active
SUB_01534,CUST_01534,Starter,49,2022-05-28,,Active
SUB_01535,CUST_01535,Starter,49,2022-12-08,,Active
SUB_01536,CUST_01536,Starter,49,2023-05-10,2023-09-09,Churned
SUB_01537,CUST_01537,Starter,49,2022-01-23,,Active
SUB_01538,CUST_01538,Pro,199,2022-04-15,,Active
SUB_01539,CUST_01539,Starter,49,2023-11-06,,Active
SUB_01540,CUST_01540,Pro,199,2023-08-02,,Active
SUB_01541,CUST_01541,Enterprise,999,2023-07-12,2023-12-05,Churned
SUB_01542,CUST_01542,Enterprise,999,2023-08-16,,Active
SUB_01543,CUST_01543,Enterprise,999,2023-10-21,,Active
SUB_01544,CUST_01544,Starter,49,2022-08-10,,Active
SUB_01545,CUST_01545,Pro,199,2022-01-15,2022-02-17,Churned
SUB_01546,CUST_01546,Starter,49,2023-09-25,2024-01-17,Churned
SUB_01547,CUST_01547,Pro,199,2022-03-19,2022-10-01,Churned
SUB_01548,CUST_01548,Pro,199,2022-11-18,,Active
SUB_01549,CUST_01549,Pro,199,2022-08-29,,Active
SUB_01550,CUST_01550,Starter,49,2022-01-18,,Active
SUB_01551,CUST_01551,Pro,199,2023-03-30,2023-05-05,Churned
SUB_01552,CUST_01552,Starter,49,2023-03-19,2023-12-05,Churned
SUB_01553,CUST_01553,Starter,49,2022-10-04,2023-07-11,Churned
SUB_01554,CUST_01554,Pro,199,2023-02-28,,Active
SUB_01555,CUST_01555,Starter,49,2023-04-21,2023-08-13,Churned
SUB_01556,CUST_01556,Enterprise,999,2022-01-27,,Active
SUB_01557,CUST_01557,Starter,49,2023-05-29,2024-05-11,Churned
SUB_01558,CUST_01558,Pro,199,2023-04-09,,Active
SUB_01559,CUST_01559,Starter,49,2022-12-29,,Active
SUB_01560,CUST_01560,Pro,199,2023-01-18,,Active
SUB_01561,CUST_01561,Pro,199,2023-06-09,,Active
SUB_01562,CUST_01562,Enterprise,999,2023-01-17,,Active
SUB_01563,CUST_01563,Starter,49,2022-07-03,,Active
SUB_01564,CUST_01564,Enterprise,999,2022-07-13,,Active
SUB_01565,CUST_01565,Starter,49,2023-04-07,,Active
SUB_01566,CUST_01566,Starter,49,2022-02-25,,Active
SUB_01567,CUST_01567,Starter,49,2022-08-18,,Active
SUB_01568,CUST_01568,Pro,199,2023-05-04,2023-12-12,Churned
SUB_01569,CUST_01569,Starter,49,2022-01-28,,Active
SUB_01570,CUST_01570,Pro,199,2023-08-06,,Active
SUB_01571,CUST_01571,Pro,199,2022-07-03,2022-12-02,Churned
SUB_01572,CUST_01572,Starter,49,2023-03-01,,Active
SUB_01573,CUST_01573,Enterprise,999,2023-01-10,,Active
SUB_01574,CUST_01574,Starter,49,2022-02-10,2022-06-08,Churned
SUB_01575,CUST_01575,Pro,199,2023-04-29,,Active
SUB_01576,CUST_01576,Starter,49,2022-09-17,2023-01-19,Churned
SUB_01577,CUST_01577,Pro,199,2023-03-17,,Active
SUB_01578,CUST_01578,Starter,49,2022-03-25,2023-02-17,Churned
SUB_01579,CUST_01579,Starter,49,2022-02-15,,Active
SUB_01580,CUST_01580,Starter,49,2023-03-16,,Active
SUB_01581,CUST_01581,Starter,49,2023-11-02,,Active
SUB_01582,CUST_01582,Starter,49,2023-06-03,,Active
SUB_01583,CUST_01583,Starter,49,2023-03-14,2023-05-27,Churned
SUB_01584,CUST_01584,Starter,49,2022-05-16,,Active
SUB_01585,CUST_01585,Pro,199,2022-07-02,,Active
SUB_01586,CUST_01586,Pro,199,2022-06-21,,Active
SUB_01587,CUST_01587,Pro,199,2023-08-13,,Active
SUB_01588,CUST_01588,Pro,199,2023-11-21,2024-08-29,Churned
SUB_01589,CUST_01589,Pro,199,2023-06-23,,Active
SUB_01590,CUST_01590,Pro,199,2022-04-30,,Active
SUB_01591,CUST_01591,Starter,49,2022-10-08,2022-12-27,Churned
SUB_01592,CUST_01592,Pro,199,2022-11-04,2023-02-06,Churned
SUB_01593,CUST_01593,Starter,49,2022-10-04,,Active
SUB_01594,CUST_01594,Pro,199,2023-06-14,,Active
SUB_01595,CUST_01595,Pro,199,2022-10-22,2023-01-13,Churned
SUB_01596,CUST_01596,Starter,49,2022-02-22,2022-10-31,Churned
SUB_01597,CUST_01597,Pro,199,2023-03-08,2023-06-17,Churned
SUB_01598,CUST_01598,Starter,49,2022-02-21,2022-09-06,Churned
SUB_01599,CUST_01599,Starter,49,2022-03-13,,Active
SUB_01600,CUST_01600,Starter,49,2022-01-28,2022-08-31,Churned
SUB_01601,CUST_01601,Pro,199,2023-04-14,2023-10-03,Churned
SUB_01602,CUST_01602,Pro,199,2023-07-01,,Active
SUB_01603,CUST_01603,Pro,199,2023-02-05,,Active
SUB_01604,CUST_01604,Starter,49,2022-07-20,,Active
SUB_01605,CUST_01605,Pro,199,2023-09-03,,Active
SUB_01606,CUST_01606,Pro,199,2023-04-11,2023-05-29,Churned
SUB_01607,CUST_01607,Starter,49,2023-10-14,2023-11-22,Churned
SUB_01608,CUST_01608,Pro,199,2023-08-18,,Active
SUB_01609,CUST_01609,Starter,49,2023-07-14,2024-05-10,Churned
SUB_01610,CUST_01610,Starter,49,2023-01-14,,Active
SUB_01611,CUST_01611,Starter,49,2022-06-26,2023-01-12,Churned
SUB_01612,CUST_01612,Pro,199,2022-02-21,,Active
SUB_01613,CUST_01613,Starter,49,2022-03-20,,Active
SUB_01614,CUST_01614,Starter,49,2023-01-20,,Active
SUB_01615,CUST_01615,Starter,49,2023-07-30,2023-09-13,Churned
SUB_01616,CUST_01616,Starter,49,2022-01-08,,Active
SUB_01617,CUST_01617,Starter,49,2022-08-02,2022-11-19,Churned
SUB_01618,CUST_01618,Starter,49,2022-01-25,,Active
SUB_01619,CUST_01619,Pro,199,2023-03-26,,Active
SUB_01620,CUST_01620,Starter,49,2023-04-02,,Active
SUB_01621,CUST_01621,Pro,199,2023-04-06,,Active
SUB_01622,CUST_01622,Pro,199,2022-07-17,2023-05-26,Churned
SUB_01623,CUST_01623,Starter,49,2022-04-04,,Active
SUB_01624,CUST_01624,Starter,49,2023-03-13,2023-10-18,Churned
SUB_01625,CUST_01625,Pro,199,2023-06-11,2023-12-05,Churned
SUB_01626,CUST_01626,Starter,49,2023-11-21,2024-05-31,Churned
SUB_01627,CUST_01627,Starter,49,2023-01-13,,Active
SUB_01628,CUST_01628,Starter,49,2023-08-10,2024-05-30,Churned
SUB_01629,CUST_01629,Pro,199,2022-04-14,,Active
SUB_01630,CUST_01630,Pro,199,2023-11-11,,Active
SUB_01631,CUST_01631,Enterprise,999,2023-09-19,,Active
SUB_01632,CUST_01632,Pro,199,2022-02-08,2022-07-25,Churned
SUB_01633,CUST_01633,Starter,49,2023-04-03,,Active
SUB_01634,CUST_01634,Starter,49,2022-12-30,,Active
SUB_01635,CUST_01635,Starter,49,2022-05-15,,Active
SUB_01636,CUST_01636,Starter,49,2023-01-09,,Active
SUB_01637,CUST_01637,Starter,49,2022-08-20,,Active
SUB_01638,CUST_01638,Starter,49,2022-02-08,2023-01-04,Churned
SUB_01639,CUST_01639,Starter,49,2022-02-16,,Active
SUB_01640,CUST_01640,Starter,49,2022-02-05,2022-04-05,Churned
SUB_01641,CUST_01641,Starter,49,2022-04-05,,Active
SUB_01642,CUST_01642,Enterprise,999,2022-12-27,2023-11-25,Churned
SUB_01643,CUST_01643,Pro,199,2023-06-09,,Active
SUB_01644,CUST_01644,Enterprise,999,2022-05-26,,Active
SUB_01645,CUST_01645,Starter,49,2023-01-03,,Active
SUB_01646,CUST_01646,Starter,49,2022-03-06,,Active
SUB_01647,CUST_01647,Starter,49,2022-08-16,2023-03-01,Churned
SUB_01648,CUST_01648,Starter,49,2023-06-04,,Active
SUB_01649,CUST_01649,Starter,49,2023-07-09,2023-11-06,Churned
SUB_01650,CUST_01650,Enterprise,999,2022-06-30,2022-10-28,Churned
SUB_01651,CUST_01651,Enterprise,999,2023-05-16,,Active
SUB_01652,CUST_01652,Starter,49,2023-08-20,,Active
SUB_01653,CUST_01653,Starter,49,2022-06-04,,Active
SUB_01654,CUST_01654,Starter,49,2023-06-19,,Active
SUB_01655,CUST_01655,Starter,49,2023-09-19,2024-05-16,Churned
SUB_01656,CUST_01656,Starter,49,2023-03-11,2024-03-04,Churned
SUB_01657,CUST_01657,Starter,49,2022-04-09,,Active
SUB_01658,CUST_01658,Starter,49,2023-09-08,,Active
SUB_01659,CUST_01659,Starter,49,2023-01-07,,Active
SUB_01660,CUST_01660,Starter,49,2023-07-17,,Active
SUB_01661,CUST_01661,Starter,49,2022-12-28,2023-11-22,Churned
SUB_01662,CUST_01662,Starter,49,2022-04-22,2022-11-11,Churned
SUB_01663,CUST_01663,Enterprise,999,2023-03-29,2023-09-08,Churned
SUB_01664,CUST_01664,Starter,49,2022-06-18,2022-08-10,Churned
SUB_01665,CUST_01665,Pro,199,2023-08-07,,Active
SUB_01666,CUST_01666,Pro,199,2022-05-19,,Active
SUB_01667,CUST_01667,Enterprise,999,2022-08-19,,Active
SUB_01668,CUST_01668,Pro,199,2022-08-27,2023-04-14,Churned
SUB_01669,CUST_01669,Pro,199,2022-09-10,,Active
SUB_01670,CUST_01670,Pro,199,2023-03-12,,Active
SUB_01671,CUST_01671,Starter,49,2023-07-15,,Active
SUB_01672,CUST_01672,Starter,49,2023-02-26,,Active
SUB_01673,CUST_01673,Enterprise,999,2022-10-30,2023-07-05,Churned
SUB_01674,CUST_01674,Pro,199,2022-03-13,,Active
SUB_01675,CUST_01675,Enterprise,999,2022-09-20,,Active
SUB_01676,CUST_01676,Pro,199,2022-08-10,,Active
SUB_01677,CUST_01677,Pro,199,2022-03-18,,Active
SUB_01678,CUST_01678,Pro,199,2022-03-03,,Active
SUB_01679,CUST_01679,Pro,199,2023-04-16,,Active
SUB_01680,CUST_01680,Pro,199,2022-06-06,,Active
SUB_01681,CUST_01681,Enterprise,999,2022-05-05,,Active
SUB_01682,CUST_01682,Pro,199,2022-06-10,,Active
SUB_01683,CUST_01683,Pro,199,2023-06-25,,Active
SUB_01684,CUST_01684,Pro,199,2023-09-18,,Active
SUB_01685,CUST_01685,Starter,49,2023-08-14,,Active
SUB_01686,CUST_01686,Starter,49,2023-06-19,2023-07-25,Churned
SUB_01687,CUST_01687,Enterprise,999,2022-04-16,,Active
SUB_01688,CUST_01688,Pro,199,2022-05-11,,Active
SUB_01689,CUST_01689,Starter,49,2022-12-23,2023-01-27,Churned
SUB_01690,CUST_01690,Starter,49,2023-11-16,,Active
SUB_01691,CUST_01691,Pro,199,2022-01-02,2022-05-29,Churned
SUB_01692,CUST_01692,Pro,199,2022-08-21,2023-02-27,Churned
SUB_01693,CUST_01693,Pro,199,2023-01-04,,Active
SUB_01694,CUST_01694,Pro,199,2022-09-08,,Active
SUB_01695,CUST_01695,Starter,49,2022-04-18,,Active
SUB_01696,CUST_01696,Starter,49,2022-10-03,,Active
SUB_01697,CUST_01697,Starter,49,2022-06-29,2022-10-21,Churned
SUB_01698,CUST_01698,Pro,199,2022-10-20,,Active
SUB_01699,CUST_01699,Starter,49,2023-08-07,,Active
SUB_01700,CUST_01700,Pro,199,2022-06-24,,Active
SUB_01701,CUST_01701,Pro,199,2022-05-03,2023-02-04,Churned
SUB_01702,CUST_01702,Pro,199,2022-08-15,,Active
SUB_01703,CUST_01703,Enterprise,999,2023-03-20,,Active
SUB_01704,CUST_01704,Starter,49,2023-03-04,2023-09-15,Churned
SUB_01705,CUST_01705,Pro,199,2022-03-24,,Active
SUB_01706,CUST_01706,Starter,49,2023-10-20,,Active
SUB_01707,CUST_01707,Starter,49,2023-09-24,2024-03-16,Churned
SUB_01708,CUST_01708,Starter,49,2022-03-06,,Active
SUB_01709,CUST_01709,Starter,49,2022-10-08,,Active
SUB_01710,CUST_01710,Pro,199,2023-01-26,2023-03-27,Churned
SUB_01711,CUST_01711,Pro,199,2023-03-04,2023-11-08,Churned
SUB_01712,CUST_01712,Starter,49,2023-09-10,,Active
SUB_01713,CUST_01713,Starter,49,2022-04-17,,Active
SUB_01714,CUST_01714,Pro,199,2023-07-02,,Active
SUB_01715,CUST_01715,Pro,199,2023-10-21,,Active
SUB_01716,CUST_01716,Starter,49,2022-09-19,,Active
SUB_01717,CUST_01717,Pro,199,2022-06-08,,Active
SUB_01718,CUST_01718,Pro,199,2022-09-22,,Active
SUB_01719,CUST_01719,Pro,199,2023-04-13,,Active
SUB_01720,CUST_01720,Starter,49,2022-07-21,,Active
SUB_01721,CUST_01721,Pro,199,2022-06-04,,Active
SUB_01722,CUST_01722,Pro,199,2022-01-13,,Active
SUB_01723,CUST_01723,Pro,199,2022-10-24,,Active
SUB_01724,CUST_01724,Pro,199,2023-05-13,2023-10-22,Churned
SUB_01725,CUST_01725,Enterprise,999,2023-08-20,,Active
SUB_01726,CUST_01726,Starter,49,2022-09-02,2022-12-04,Churned
SUB_01727,CUST_01727,Enterprise,999,2022-10-27,2023-02-09,Churned
SUB_01728,CUST_01728,Pro,199,2022-12-28,,Active
SUB_01729,CUST_01729,Pro,199,2022-12-20,2023-05-29,Churned
SUB_01730,CUST_01730,Starter,49,2023-06-05,,Active
SUB_01731,CUST_01731,Starter,49,2023-01-21,,Active
SUB_01732,CUST_01732,Pro,199,2022-11-08,,Active
SUB_01733,CUST_01733,Pro,199,2023-02-18,,Active
SUB_01734,CUST_01734,Starter,49,2022-10-05,,Active
SUB_01735,CUST_01735,Pro,199,2023-08-16,,Active
SUB_01736,CUST_01736,Starter,49,2022-12-22,,Active
SUB_01737,CUST_01737,Enterprise,999,2023-06-09,2024-05-15,Churned
SUB_01738,CUST_01738,Pro,199,2022-01-16,,Active
SUB_01739,CUST_01739,Starter,49,2022-02-14,,Active
SUB_01740,CUST_01740,Pro,199,2022-11-17,,Active
SUB_01741,CUST_01741,Enterprise,999,2023-10-13,,Active
SUB_01742,CUST_01742,Starter,49,2022-11-22,2023-11-05,Churned
SUB_01743,CUST_01743,Pro,199,2022-05-28,,Active
SUB_01744,CUST_01744,Starter,49,2022-12-21,,Active
SUB_01745,CUST_01745,Pro,199,2022-08-24,,Active
SUB_01746,CUST_01746,Starter,49,2023-09-05,2023-11-11,Churned
SUB_01747,CUST_01747,Starter,49,2022-04-15,,Active
SUB_01748,CUST_01748,Starter,49,2023-04-19,,Active
SUB_01749,CUST_01749,Starter,49,2023-01-31,,Active
SUB_01750,CUST_01750,Pro,199,2023-03-22,,Active
SUB_01751,CUST_01751,Starter,49,2023-08-29,,Active
SUB_01752,CUST_01752,Starter,49,2022-08-08,,Active
SUB_01753,CUST_01753,Pro,199,2023-03-18,2023-06-09,Churned
SUB_01754,CUST_01754,Starter,49,2023-10-07,,Active
SUB_01755,CUST_01755,Pro,199,2023-10-29,,Active
SUB_01756,CUST_01756,Enterprise,999,2022-01-28,,Active
SUB_01757,CUST_01757,Pro,199,2023-04-20,,Active
SUB_01758,CUST_01758,Starter,49,2023-09-20,,Active
SUB_01759,CUST_01759,Starter,49,2022-11-01,,Active
SUB_01760,CUST_01760,Enterprise,999,2023-02-09,,Active
SUB_01761,CUST_01761,Starter,49,2023-05-28,,Active
SUB_01762,CUST_01762,Starter,49,2023-05-17,,Active
SUB_01763,CUST_01763,Starter,49,2022-12-14,,Active
SUB_01764,CUST_01764,Starter,49,2022-08-28,,Active
SUB_01765,CUST_01765,Pro,199,2023-07-24,,Active
