customer_id,industry,segment,signup_date
CUST_01262,FinTech,Enterprise,2022-06-24
CUST_01263,Healthcare,Mid-Market,2023-04-07
CUST_01264,FinTech,SMB,2022-11-03
CUST_01265,FinTech,Mid-Market,2023-08-11
CUST_01266,EdTech,SMB,2022-09-02
CUST_01267,E-commerce,SMB,2022-05-02
CUST_01268,Logistics,SMB,2022-07-04
CUST_01269,FinTech,SMB,2022-02-01
CUST_01270,Logistics,Mid-Market,2023-07-23
CUST_01271,FinTech,SMB,2022-11-06
CUST_01272,Healthcare,Mid-Market,2023-01-07
CUST_01273,FinTech,SMB,2023-10-18
CUST_01274,EdTech,SMB,2023-08-19
CUST_01275,E-commerce,Enterprise,2022-02-25
CUST_01276,Healthcare,SMB,2022-09-30
CUST_01277,FinTech,SMB,2023-04-09
CUST_01278,Logistics,SMB,2023-11-09
CUST_01279,Healthcare,Mid-Market,2023-04-01
CUST_01280,Healthcare,SMB,2023-11-01
CUST_01281,FinTech,SMB,2022-09-06
CUST_01282,Healthcare,SMB,2023-11-29
CUST_01283,Logistics,SMB,2022-03-19
CUST_01284,Healthcare,Mid-Market,2023-06-18
CUST_01285,Logistics,SMB,2022-04-18
CUST_01286,FinTech,SMB,2022-09-30
CUST_01287,E-commerce,SMB,2022-01-15
CUST_01288,Healthcare,SMB,2023-01-05
CUST_01289,E-commerce,Enterprise,2022-10-31
CUST_01290,Logistics,SMB,2023-11-03
CUST_01291,Healthcare,Enterprise,2022-07-24
CUST_01292,EdTech,SMB,2022-04-23
CUST_01293,E-commerce,SMB,2023-11-11
CUST_01294,Healthcare,Mid-Market,2022-09-10
CUST_01295,E-commerce,SMB,2023-03-17
CUST_01296,Healthcare,Mid-Market,2022-07-05
CUST_01297,FinTech,Enterprise,2022-08-15
CUST_01298,E-commerce,SMB,2023-06-12
CUST_01299,EdTech,SMB,2023-10-30
CUST_01300,EdTech,Mid-Market,2022-12-20
CUST_01301,Logistics,SMB,2023-09-15
CUST_01302,Healthcare,SMB,2022-01-01
CUST_01303,E-commerce,SMB,2023-07-07
CUST_01304,Logistics,SMB,2023-07-14
CUST_01305,E-commerce,Mid-Market,2023-02-24
CUST_01306,Healthcare,SMB,2023-09-12
CUST_01307,EdTech,SMB,2022-06-10
CUST_01308,FinTech,Mid-Market,2022-06-10
CUST_01309,EdTech,SMB,2022-05-08
CUST_01310,Logistics,SMB,2022-05-31
CUST_01311,FinTech,Mid-Market,2023-03-20
CUST_01312,Logistics,SMB,2023-04-16
CUST_01313,Healthcare,Mid-Market,2023-04-08
CUST_01314,FinTech,Mid-Market,2022-01-30
CUST_01315,Logistics,SMB,2023-04-18
CUST_01316,Healthcare,SMB,2023-07-11
CUST_01317,EdTech,SMB,2022-03-21
CUST_01318,Healthcare,SMB,2022-02-08
CUST_01319,E-commerce,Mid-Market,2022-08-28
CUST_01320,Healthcare,Mid-Market,2023-07-11
CUST_01321,Healthcare,SMB,2023-08-13
CUST_01322,E-commerce,Mid-Market,2022-12-03
CUST_01323,Logistics,Enterprise,2022-10-07
CUST_01324,Logistics,Enterprise,2022-04-26
CUST_01325,Healthcare,SMB,2022-09-26
CUST_01326,E-commerce,SMB,2022-12-01
CUST_01327,E-commerce,SMB,2022-11-08
CUST_01328,EdTech,Enterprise,2022-02-22
CUST_01329,Logistics,SMB,2022-03-09
CUST_01330,FinTech,SMB,2023-11-25
CUST_01331,Logistics,SMB,2022-02-03
CUST_01332,Logistics,SMB,2023-01-21
CUST_01333,EdTech,SMB,2022-09-06
CUST_01334,FinTech,Enterprise,2022-04-21
CUST_01335,EdTech,SMB,2022-04-04
CUST_01336,FinTech,SMB,2023-02-14
CUST_01337,Healthcare,SMB,2022-06-28
CUST_01338,FinTech,SMB,2022-02-16
CUST_01339,EdTech,SMB,2023-08-27
CUST_01340,Logistics,SMB,2023-01-11
CUST_01341,FinTech,SMB,2023-08-10
CUST_01342,FinTech,SMB,2022-07-21
CUST_01343,E-commerce,SMB,2023-03-21
CUST_01344,Logistics,SMB,2022-10-24
CUST_01345,Healthcare,Enterprise,2022-11-04
CUST_01346,EdTech,Enterprise,2023-05-08
CUST_01347,Healthcare,SMB,2022-12-04
CUST_01348,Logistics,SMB,2023-10-08
CUST_01349,FinTech,Enterprise,2022-03-07
CUST_01350,FinTech,SMB,2023-02-26
CUST_01351,Logistics,Mid-Market,2023-06-24
CUST_01352,FinTech,Enterprise,2023-09-21
CUST_01353,FinTech,SMB,2023-05-08
CUST_01354,FinTech,SMB,2022-11-13
CUST_01355,EdTech,Enterprise,2023-09-18
CUST_01356,EdTech,SMB,2022-03-16
CUST_01357,E-commerce,SMB,2022-02-28
CUST_01358,Healthcare,SMB,2023-01-21
CUST_01359,Logistics,SMB,2022-01-15
CUST_01360,Logistics,Mid-Market,2022-08-19
CUST_01361,Logistics,Mid-Market,2023-09-09
CUST_01362,E-commerce,Enterprise,2023-11-08
CUST_01363,EdTech,SMB,2022-07-18
CUST_01364,E-commerce,SMB,2022-12-20
CUST_01365,Logistics,SMB,2022-02-04
CUST_01366,Healthcare,SMB,2022-06-11
CUST_01367,FinTech,SMB,2023-04-16
CUST_01368,EdTech,Enterprise,2023-06-15
CUST_01369,EdTech,Mid-Market,2023-02-27
CUST_01370,E-commerce,SMB,2022-12-14
CUST_01371,EdTech,Mid-Market,2023-11-25
CUST_01372,Logistics,SMB,2022-05-27
CUST_01373,Logistics,SMB,2023-01-09
CUST_01374,E-commerce,Mid-Market,2023-11-19
CUST_01375,Logistics,SMB,2023-11-06
CUST_01376,Healthcare,Enterprise,2023-02-20
CUST_01377,E-commerce,Mid-Market,2023-11-18
CUST_01378,Healthcare,SMB,2023-05-09
CUST_01379,FinTech,Mid-Market,2023-07-13
CUST_01380,Healthcare,SMB,2022-09-13
CUST_01381,FinTech,SMB,2023-11-17
CUST_01382,FinTech,SMB,2022-04-13
CUST_01383,Healthcare,SMB,2022-05-01
CUST_01384,E-commerce,Mid-Market,2023-02-23
CUST_01385,Logistics,SMB,2022-12-16
CUST_01386,Logistics,Mid-Market,2023-10-19
CUST_01387,FinTech,SMB,2022-02-11
CUST_01388,FinTech,SMB,2023-01-02
CUST_01389,E-commerce,Mid-Market,2022-01-29
CUST_01390,EdTech,SMB,2022-01-14
CUST_01391,Healthcare,SMB,2023-04-30
CUST_01392,FinTech,SMB,2022-07-08
CUST_01393,Logistics,SMB,2022-10-22
CUST_01394,E-commerce,SMB,2022-07-02
CUST_01395,Healthcare,Mid-Market,2023-07-02
CUST_01396,E-commerce,SMB,2022-02-06
CUST_01397,Healthcare,SMB,2022-01-14
CUST_01398,Healthcare,Enterprise,2023-09-27
CUST_01399,FinTech,SMB,2023-08-18
CUST_01400,E-commerce,Mid-Market,2022-06-08
CUST_01401,E-commerce,SMB,2023-05-09
CUST_01402,Logistics,SMB,2022-11-25
CUST_01403,Logistics,Mid-Market,2023-09-06
CUST_01404,FinTech,SMB,2022-03-24
CUST_01405,FinTech,Mid-Market,2023-07-10
CUST_01406,EdTech,SMB,2023-08-03
CUST_01407,Logistics,SMB,2023-07-14
CUST_01408,Healthcare,SMB,2023-07-23
CUST_01409,E-commerce,SMB,2023-08-10
CUST_01410,FinTech,Mid-Market,2022-01-22
CUST_01411,E-commerce,SMB,2022-05-12
CUST_01412,E-commerce,Enterprise,2023-04-10
CUST_01413,EdTech,Enterprise,2023-04-01
CUST_01414,Logistics,SMB,2022-10-29
CUST_01415,FinTech,SMB,2022-09-24
CUST_01416,E-commerce,Mid-Market,2023-01-30
CUST_01417,FinTech,Enterprise,2022-04-30
CUST_01418,Healthcare,SMB,2022-09-03
CUST_01419,EdTech,SMB,2023-07-22
CUST_01420,Healthcare,SMB,2022-02-07
CUST_01421,FinTech,Mid-Market,2022-09-02
CUST_01422,FinTech,SMB,2022-01-21
CUST_01423,Logistics,Mid-Market,2022-04-20
CUST_01424,E-commerce,SMB,2023-08-29
CUST_01425,E-commerce,SMB,2023-01-29
CUST_01426,Healthcare,SMB,2023-02-14
CUST_01427,EdTech,SMB,2023-10-10
CUST_01428,E-commerce,SMB,2022-01-08
CUST_01429,Logistics,SMB,2023-03-20
CUST_01430,Healthcare,SMB,2022-11-24
CUST_01431,Healthcare,SMB,2022-10-17
CUST_01432,Logistics,SMB,2023-05-26
CUST_01433,EdTech,Enterprise,2022-12-27
CUST_01434,Logistics,SMB,2023-08-22
CUST_01435,EdTech,SMB,2022-08-07
CUST_01436,Logistics,SMB,2023-02-10
CUST_01437,Logistics,Enterprise,2023-09-13
CUST_01438,FinTech,SMB,2022-08-08
CUST_01439,Healthcare,Mid-Market,2023-08-18
CUST_01440,Logistics,Mid-Market,2022-04-17
CUST_01441,Logistics,Mid-Market,2023-08-04
CUST_01442,E-commerce,SMB,2023-09-01
CUST_01443,Healthcare,Mid-Market,2022-10-13
CUST_01444,E-commerce,SMB,2022-01-08
CUST_01445,Healthcare,SMB,2022-07-08
CUST_01446,E-commerce,Mid-Market,2022-03-22
CUST_01447,Logistics,SMB,2022-04-18
CUST_01448,Logistics,Mid-Market,2022-11-17
CUST_01449,FinTech,SMB,2023-08-02
CUST_01450,E-commerce,Mid-Market,2023-11-17
CUST_01451,EdTech,SMB,2022-12-12
CUST_01452,FinTech,SMB,2022-11-24
CUST_01453,E-commerce,SMB,2023-07-09
CUST_01454,E-commerce,Enterprise,2023-11-30
CUST_01455,FinTech,SMB,2022-10-29
CUST_01456,Logistics,SMB,2022-07-19
CUST_01457,E-commerce,SMB,2023-02-23
CUST_01458,Logistics,Mid-Market,2022-02-08
CUST_01459,FinTech,SMB,2022-11-03
CUST_01460,Logistics,SMB,2022-01-04
CUST_01461,Healthcare,SMB,2023-09-25
CUST_01462,EdTech,SMB,2022-03-18
CUST_01463,E-commerce,SMB,2023-04-13
CUST_01464,EdTech,SMB,2022-06-28
CUST_01465,Logistics,Mid-Market,2023-10-07
CUST_01466,E-commerce,SMB,2022-10-03
CUST_01467,Logistics,SMB,2022-06-01
CUST_01468,Healthcare,SMB,2022-06-13
CUST_01469,FinTech,Enterprise,2022-10-17
CUST_01470,E-commerce,Enterprise,2023-01-13
CUST_01471,Healthcare,Mid-Market,2023-09-13
CUST_01472,Healthcare,SMB,2023-09-30
CUST_01473,E-commerce,SMB,2022-11-06
CUST_01474,Logistics,SMB,2023-01-24
CUST_01475,Healthcare,SMB,2023-10-20
CUST_01476,EdTech,SMB,2022-07-02
CUST_01477,Healthcare,Mid-Market,2022-11-02
CUST_01478,Logistics,Mid-Market,2022-03-13
CUST_01479,Logistics,Mid-Market,2022-08-07
CUST_01480,EdTech,SMB,2022-06-22
CUST_01481,Healthcare,Mid-Market,2023-10-15
CUST_01482,Logistics,SMB,2022-09-29
CUST_01483,E-commerce,SMB,2023-04-13
CUST_01484,FinTech,Mid-Market,2022-09-26
CUST_01485,FinTech,SMB,2022-01-20
CUST_01486,FinTech,SMB,2023-08-01
CUST_01487,Healthcare,SMB,2023-05-18
CUST_01488,EdTech,Mid-Market,2022-05-27
CUST_01489,Logistics,Mid-Market,2023-03-05
CUST_01490,E-commerce,SMB,2022-06-14
CUST_01491,E-commerce,Mid-Market,2022-11-06
CUST_01492,Healthcare,SMB,2023-06-02
CUST_01493,FinTech,SMB,2022-01-14
CUST_01494,Healthcare,Mid-Market,2022-05-12
CUST_01495,EdTech,Mid-Market,2023-03-15
CUST_01496,EdTech,Enterprise,2023-11-05
CUST_01497,Logistics,SMB,2022-09-20
CUST_01498,Logistics,Mid-Market,2023-10-05
CUST_01499,EdTech,Mid-Market,2022-08-13
CUST_01500,EdTech,Enterprise,2022-09-15
CUST_01501,EdTech,SMB,2022-08-22
CUST_01502,Healthcare,Mid-Market,2022-12-02
CUST_01503,EdTech,SMB,2023-02-13
CUST_01504,E-commerce,SMB,2022-01-24
CUST_01505,FinTech,SMB,2022-09-28
CUST_01506,EdTech,SMB,2022-04-05
CUST_01507,FinTech,SMB,2022-05-22
CUST_01508,Healthcare,Mid-Market,2023-11-25
CUST_01509,FinTech,SMB,2022-03-22
CUST_01510,Healthcare,Mid-Market,2022-10-01
CUST_01511,E-commerce,SMB,2022-10-03
CUST_01512,Healthcare,SMB,2023-04-10
CUST_01513,Healthcare,SMB,2022-07-27
CUST_01514,Logistics,SMB,2022-10-23
CUST_01515,EdTech,SMB,2022-02-08
CUST_01516,EdTech,SMB,2022-10-15
CUST_01517,E-commerce,SMB,2022-05-04
CUST_01518,E-commerce,SMB,2022-10-10
CUST_01519,EdTech,SMB,2022-06-29
CUST_01520,Logistics,SMB,2022-04-07
CUST_01521,EdTech,SMB,2022-07-10
CUST_01522,Logistics,Enterprise,2022-03-15
CUST_01523,E-commerce,Mid-Market,2023-03-23
CUST_01524,FinTech,Mid-Market,2023-05-12
CUST_01525,E-commerce,SMB,2023-07-15
CUST_01526,E-commerce,Mid-Market,2023-04-29
CUST_01527,Healthcare,Mid-Market,2022-04-26
CUST_01528,Healthcare,Mid-Market,2023-06-19
CUST_01529,Healthcare,SMB,2022-04-08
CUST_01530,Healthcare,Mid-Market,2022-11-24
CUST_01531,Logistics,Mid-Market,2023-02-11
CUST_01532,EdTech,SMB,2022-11-09
CUST_01533,FinTech,Mid-Market,2023-11-25
CUST_01534,E-commerce,SMB,2022-05-28
CUST_01535,Logistics,SMB,2022-12-08
CUST_01536,FinTech,SMB,2023-05-10
CUST_01537,Logistics,Mid-Market,2022-01-23
CUST_01538,Logistics,SMB,2022-04-15
CUST_01539,E-commerce,SMB,2023-11-06
CUST_01540,EdTech,SMB,2023-08-02
CUST_01541,Healthcare,SMB,2023-07-12
CUST_01542,EdTech,SMB,2023-08-16
CUST_01543,E-commerce,Mid-Market,2023-10-21
CUST_01544,E-commerce,Mid-Market,2022-08-10
CUST_01545,E-commerce,SMB,2022-01-15
CUST_01546,FinTech,SMB,2023-09-25
CUST_01547,EdTech,SMB,2022-03-19
CUST_01548,EdTech,Mid-Market,2022-11-18
CUST_01549,Logistics,SMB,2022-08-29
CUST_01550,Logistics,SMB,2022-01-18
CUST_01551,Logistics,SMB,2023-03-30
CUST_01552,E-commerce,Mid-Market,2023-03-19
CUST_01553,EdTech,Mid-Market,2022-10-04
CUST_01554,E-commerce,Mid-Market,2023-02-28
CUST_01555,FinTech,Mid-Market,2023-04-21
CUST_01556,Logistics,SMB,2022-01-27
CUST_01557,E-commerce,SMB,2023-05-29
CUST_01558,E-commerce,SMB,2023-04-09
CUST_01559,FinTech,SMB,2022-12-29
CUST_01560,Healthcare,SMB,2023-01-18
CUST_01561,EdTech,SMB,2023-06-09
CUST_01562,Healthcare,SMB,2023-01-17
CUST_01563,Logistics,Enterprise,2022-07-03
CUST_01564,E-commerce,Mid-Market,2022-07-13
CUST_01565,FinTech,Mid-Market,2023-04-07
CUST_01566,FinTech,Mid-Market,2022-02-25
CUST_01567,EdTech,SMB,2022-08-18
CUST_01568,Healthcare,Mid-Market,2023-05-04
CUST_01569,EdTech,SMB,2022-01-28
CUST_01570,E-commerce,Mid-Market,2023-08-06
CUST_01571,EdTech,SMB,2022-07-03
CUST_01572,FinTech,Enterprise,2023-03-01
CUST_01573,FinTech,SMB,2023-01-10
CUST_01574,Logistics,SMB,2022-02-10
CUST_01575,Logistics,Enterprise,2023-04-29
CUST_01576,E-commerce,SMB,2022-09-17
CUST_01577,Healthcare,Mid-Market,2023-03-17
CUST_01578,EdTech,Mid-Market,2022-03-25
CUST_01579,E-commerce,Mid-Market,2022-02-15
CUST_01580,Logistics,Enterprise,2023-03-16
CUST_01581,EdTech,Enterprise,2023-11-02
CUST_01582,Logistics,SMB,2023-06-03
CUST_01583,EdTech,Mid-Market,2023-03-14
CUST_01584,Healthcare,Mid-Market,2022-05-16
CUST_01585,E-commerce,Mid-Market,2022-07-02
CUST_01586,EdTech,SMB,2022-06-21
CUST_01587,FinTech,Mid-Market,2023-08-13
CUST_01588,FinTech,Enterprise,2023-11-21
CUST_01589,EdTech,Enterprise,2023-06-23
CUST_01590,EdTech,SMB,2022-04-30
CUST_01591,EdTech,SMB,2022-10-08
CUST_01592,FinTech,SMB,2022-11-04
CUST_01593,FinTech,Mid-Market,2022-10-04
CUST_01594,EdTech,Mid-Market,2023-06-14
CUST_01595,Logistics,SMB,2022-10-22
CUST_01596,Logistics,SMB,2022-02-22
CUST_01597,Healthcare,SMB,2023-03-08
CUST_01598,E-commerce,SMB,2022-02-21
CUST_01599,Logistics,Enterprise,2022-03-13
CUST_01600,FinTech,Mid-Market,2022-01-28
CUST_01601,Logistics,SMB,2023-04-14
CUST_01602,Healthcare,SMB,2023-07-01
CUST_01603,Healthcare,SMB,2023-02-05
CUST_01604,E-commerce,Enterprise,2022-07-20
CUST_01605,Logistics,SMB,2023-09-03
CUST_01606,FinTech,SMB,2023-04-11
CUST_01607,FinTech,SMB,2023-10-14
CUST_01608,EdTech,Mid-Market,2023-08-18
CUST_01609,FinTech,Mid-Market,2023-07-14
CUST_01610,E-commerce,Mid-Market,2023-01-14
CUST_01611,E-commerce,SMB,2022-06-26
CUST_01612,FinTech,SMB,2022-02-21
CUST_01613,FinTech,SMB,2022-03-20
CUST_01614,EdTech,Mid-Market,2023-01-20
CUST_01615,FinTech,SMB,2023-07-30
CUST_01616,EdTech,SMB,2022-01-08
CUST_01617,EdTech,Mid-Market,2022-08-02
CUST_01618,FinTech,Mid-Market,2022-01-25
CUST_01619,Healthcare,SMB,2023-03-26
CUST_01620,Healthcare,SMB,2023-04-02
CUST_01621,EdTech,SMB,2023-04-06
CUST_01622,FinTech,Mid-Market,2022-07-17
CUST_01623,Healthcare,Mid-Market,2022-04-04
CUST_01624,FinTech,SMB,2023-03-13
CUST_01625,FinTech,SMB,2023-06-11
CUST_01626,FinTech,Mid-Market,2023-11-21
CUST_01627,Logistics,Mid-Market,2023-01-13
CUST_01628,FinTech,SMB,2023-08-10
CUST_01629,Logistics,SMB,2022-04-14
CUST_01630,EdTech,SMB,2023-11-11
CUST_01631,Healthcare,SMB,2023-09-19
CUST_01632,Healthcare,Enterprise,2022-02-08
CUST_01633,Healthcare,Mid-Market,2023-04-03
CUST_01634,Healthcare,Mid-Market,2022-12-30
CUST_01635,Healthcare,SMB,2022-05-15
CUST_01636,Healthcare,Mid-Market,2023-01-09
CUST_01637,Healthcare,SMB,2022-08-20
CUST_01638,EdTech,SMB,2022-02-08
CUST_01639,FinTech,SMB,2022-02-16
CUST_01640,E-commerce,SMB,2022-02-05
CUST_01641,Logistics,Mid-Market,2022-04-05
CUST_01642,E-commerce,SMB,2022-12-27
CUST_01643,E-commerce,SMB,2023-06-09
CUST_01644,FinTech,SMB,2022-05-26
CUST_01645,FinTech,SMB,2023-01-03
CUST_01646,FinTech,SMB,2022-03-06
CUST_01647,Healthcare,SMB,2022-08-16
CUST_01648,EdTech,Mid-Market,2023-06-04
CUST_01649,Healthcare,SMB,2023-07-09
CUST_01650,EdTech,SMB,2022-06-30
CUST_01651,EdTech,SMB,2023-05-16
CUST_01652,E-commerce,Mid-Market,2023-08-20
CUST_01653,E-commerce,SMB,2022-06-04
CUST_01654,EdTech,SMB,2023-06-19
CUST_01655,EdTech,SMB,2023-09-19
CUST_01656,Healthcare,SMB,2023-03-11
CUST_01657,Healthcare,SMB,2022-04-09
CUST_01658,E-commerce,Mid-Market,2023-09-08
CUST_01659,FinTech,Mid-Market,2023-01-07
CUST_01660,EdTech,SMB,2023-07-17
CUST_01661,Healthcare,Mid-Market,2022-12-28
CUST_01662,E-commerce,Mid-Market,2022-04-22
CUST_01663,Healthcare,SMB,2023-03-29
CUST_01664,EdTech,SMB,2022-06-18
CUST_01665,EdTech,SMB,2023-08-07
CUST_01666,Logistics,SMB,2022-05-19
CUST_01667,FinTech,Mid-Market,2022-08-19
CUST_01668,Logistics,Mid-Market,2022-08-27
CUST_01669,E-commerce,Enterprise,2022-09-10
CUST_01670,Healthcare,Mid-Market,2023-03-12
CUST_01671,E-commerce,SMB,2023-07-15
CUST_01672,EdTech,SMB,2023-02-26
CUST_01673,Logistics,Mid-Market,2022-10-30
CUST_01674,Logistics,SMB,2022-03-13
CUST_01675,Logistics,Mid-Market,2022-09-20
CUST_01676,E-commerce,Mid-Market,2022-08-10
CUST_01677,EdTech,Mid-Market,2022-03-18
CUST_01678,Healthcare,Mid-Market,2022-03-03
CUST_01679,Healthcare,SMB,2023-04-16
CUST_01680,E-commerce,Mid-Market,2022-06-06
CUST_01681,Logistics,Mid-Market,2022-05-05
CUST_01682,FinTech,SMB,2022-06-10
CUST_01683,E-commerce,Mid-Market,2023-06-25
CUST_01684,E-commerce,SMB,2023-09-18
CUST_01685,EdTech,Enterprise,2023-08-14
CUST_01686,Healthcare,SMB,2023-06-19
CUST_01687,E-commerce,SMB,2022-04-16
CUST_01688,E-commerce,SMB,2022-05-11
CUST_01689,Logistics,Mid-Market,2022-12-23
CUST_01690,Logistics,SMB,2023-11-16
CUST_01691,FinTech,SMB,2022-01-02
CUST_01692,EdTech,SMB,2022-08-21
CUST_01693,FinTech,Enterprise,2023-01-04
CUST_01694,Logistics,SMB,2022-09-08
CUST_01695,Healthcare,SMB,2022-04-18
CUST_01696,Logistics,Mid-Market,2022-10-03
CUST_01697,EdTech,SMB,2022-06-29
CUST_01698,Logistics,Enterprise,2022-10-20
CUST_01699,EdTech,SMB,2023-08-07
CUST_01700,EdTech,Mid-Market,2022-06-24
CUST_01701,EdTech,SMB,2022-05-03
CUST_01702,EdTech,SMB,2022-08-15
CUST_01703,EdTech,Mid-Market,2023-03-20
CUST_01704,Healthcare,SMB,2023-03-04
CUST_01705,FinTech,Mid-Market,2022-03-24
CUST_01706,E-commerce,SMB,2023-10-20
CUST_01707,FinTech,SMB,2023-09-24
CUST_01708,EdTech,SMB,2022-03-06
CUST_01709,Healthcare,Enterprise,2022-10-08
CUST_01710,Logistics,SMB,2023-01-26
CUST_01711,Healthcare,SMB,2023-03-04
CUST_01712,EdTech,SMB,2023-09-10
CUST_01713,Healthcare,SMB,2022-04-17
CUST_01714,Healthcare,SMB,2023-07-02
CUST_01715,EdTech,Enterprise,2023-10-21
CUST_01716,Healthcare,SMB,2022-09-19
CUST_01717,E-commerce,Mid-Market,2022-06-08
CUST_01718,E-commerce,SMB,2022-09-22
CUST_01719,Healthcare,Mid-Market,2023-04-13
CUST_01720,Logistics,Enterprise,2022-07-21
CUST_01721,EdTech,SMB,2022-06-04
CUST_01722,E-commerce,Enterprise,2022-01-13
CUST_01723,Logistics,SMB,2022-10-24
CUST_01724,Healthcare,Enterprise,2023-05-13
CUST_01725,Logistics,Mid-Market,2023-08-20
CUST_01726,FinTech,SMB,2022-09-02
CUST_01727,E-commerce,SMB,2022-10-27
CUST_01728,Healthcare,SMB,2022-12-28
CUST_01729,EdTech,SMB,2022-12-20
CUST_01730,Healthcare,SMB,2023-06-05
CUST_01731,EdTech,SMB,2023-01-21
CUST_01732,Healthcare,SMB,2022-11-08
CUST_01733,Logistics,Mid-Market,2023-02-18
CUST_01734,Logistics,SMB,2022-10-05
CUST_01735,Logistics,SMB,2023-08-16
CUST_01736,FinTech,Mid-Market,2022-12-22
CUST_01737,EdTech,SMB,2023-06-09
CUST_01738,Logistics,SMB,2022-01-16
CUST_01739,FinTech,SMB,2022-02-14
CUST_01740,EdTech,Enterprise,2022-11-17
CUST_01741,Healthcare,Mid-Market,2023-10-13
CUST_01742,FinTech,SMB,2022-11-22
CUST_01743,E-commerce,Mid-Market,2022-05-28
CUST_01744,FinTech,SMB,2022-12-21
CUST_01745,FinTech,Mid-Market,2022-08-24
CUST_01746,EdTech,Mid-Market,2023-09-05
CUST_01747,Healthcare,Mid-Market,2022-04-15
CUST_01748,E-commerce,SMB,2023-04-19
CUST_01749,Logistics,SMB,2023-01-31
CUST_01750,Logistics,SMB,2023-03-22
CUST_01751,FinTech,Mid-Market,2023-08-29
CUST_01752,EdTech,SMB,2022-08-08
CUST_01753,EdTech,Mid-Market,2023-03-18
CUST_01754,Logistics,Enterprise,2023-10-07
CUST_01755,E-commerce,SMB,2023-10-29
CUST_01756,Healthcare,Mid-Market,2022-01-28
CUST_01757,E-commerce,Mid-Market,2023-04-20
CUST_01758,Healthcare,Enterprise,2023-09-20
CUST_01759,Logistics,Enterprise,2022-11-01
CUST_01760,Healthcare,Mid-Market,2023-02-09
CUST_01761,EdTech,SMB,2023-05-28
CUST_01762,FinTech,Mid-Market,2023-05-17
CUST_01763,FinTech,SMB,2022-12-14
CUST_01764,Logistics,Mid-Market,2022-08-28
CUST_01765,EdTech,Enterprise,2023-07-24
CUST_01766,E-commerce,SMB,2023-11-26
CUST_01767,EdTech,Mid-Market,2022-12-03
CUST_01768,FinTech,SMB,2022-01-26
CUST_01769,FinTech,SMB,2023-02-13
CUST_01770,EdTech,SMB,2022-03-18
CUST_01771,EdTech,Mid-Market,2022-08-05
CUST_01772,FinTech,Enterprise,2022-11-24
CUST_01773,E-commerce,Enterprise,2022-01-23
CUST_01774,Logistics,SMB,2023-11-01
CUST_01775,Logistics,Mid-Market,2022-11-06
CUST_01776,EdTech,Mid-Market,2023-08-22
CUST_01777,Logistics,SMB,2022-09-24
CUST_01778,FinTech,SMB,2023-02-19
CUST_01779,FinTech,SMB,2023-10-08
CUST_01780,EdTech,Enterprise,2022-09-24
CUST_01781,EdTech,Mid-Market,2022-11-29
CUST_01782,EdTech,Mid-Market,2023-03-26
CUST_01783,E-commerce,SMB,2023-07-19
CUST_01784,Logistics,Mid-Market,2023-09-03
CUST_01785,EdTech,SMB,2022-09-04
CUST_01786,Healthcare,SMB,2022-02-05
CUST_01787,Healthcare,Mid-Market,2023-02-05
CUST_01788,FinTech,SMB,2022-01-28
CUST_01789,Logistics,Mid-Market,2022-08-08
CUST_01790,EdTech,SMB,2023-02-10
CUST_01791,Healthcare,Mid-Market,2023-09-06
CUST_01792,Logistics,SMB,2022-09-28
CUST_01793,FinTech,SMB,2023-10-13
CUST_01794,E-commerce,SMB,2023-05-26
CUST_01795,Logistics,SMB,2022-10-13
CUST_01796,Logistics,Enterprise,2023-03-30
CUST_01797,E-commerce,SMB,2022-11-13
CUST_01798,Logistics,Mid-Market,2023-08-13
CUST_01799,FinTech,Enterprise,2022-10-24
CUST_01800,FinTech,SMB,2022-12-04
CUST_01801,E-commerce,SMB,2022-11-03
CUST_01802,EdTech,Mid-Market,2023-03-04
CUST_01803,Healthcare,Enterprise,2022-12-17
CUST_01804,EdTech,Enterprise,2023-05-26
CUST_01805,Logistics,SMB,2023-06-09
CUST_01806,Healthcare,Mid-Market,2023-05-07
CUST_01807,E-commerce,SMB,2023-08-17
CUST_01808,E-commerce,Enterprise,2022-01-09
CUST_01809,Healthcare,Enterprise,2023-05-12
CUST_01810,FinTech,SMB,2023-07-14
CUST_01811,Healthcare,SMB,2023-07-15
CUST_01812,Logistics,SMB,2023-03-16
CUST_01813,FinTech,SMB,2023-07-06
CUST_01814,E-commerce,Mid-Market,2022-04-18
CUST_01815,Healthcare,SMB,2022-09-02
CUST_01816,EdTech,SMB,2022-09-12
CUST_01817,EdTech,SMB,2022-02-02
CUST_01818,Logistics,Enterprise,2022-01-23
CUST_01819,EdTech,Mid-Market,2023-07-20
CUST_01820,Healthcare,SMB,2022-02-18
CUST_01821,Healthcare,SMB,2023-04-07
CUST_01822,EdTech,Enterprise,2023-08-13
CUST_01823,Healthcare,Mid-Market,2022-12-02
CUST_01824,Logistics,SMB,2022-12-24
CUST_01825,FinTech,SMB,2022-05-02
CUST_01826,Logistics,SMB,2023-03-20
CUST_01827,Logistics,SMB,2022-12-25
CUST_01828,Healthcare,SMB,2023-08-25
CUST_01829,FinTech,Enterprise,2022-12-12
CUST_01830,Healthcare,SMB,2022-07-12
CUST_01831,E-commerce,Mid-Market,2023-02-20
CUST_01832,Healthcare,SMB,2023-01-12
