customer_id,logins_last_30_days,reports_generated,api_calls
CUST_01065,37,3,155
CUST_01066,5,9,756
CUST_01067,25,5,897
CUST_01068,9,11,531
CUST_01069,5,9,714
CUST_01070,25,1,7876
CUST_01071,29,10,151
CUST_01072,24,12,76
CUST_01073,49,14,327
CUST_01074,13,8,171
CUST_01075,20,2,404
CUST_01076,0,1,405
CUST_01077,44,8,840
CUST_01078,0,1,761
CUST_01079,43,2,697
CUST_01080,28,13,361
CUST_01081,20,2,127
CUST_01082,18,13,20825
CUST_01083,38,6,522
CUST_01084,3,0,335
CUST_01085,15,11,753
CUST_01086,1,1,692
CUST_01087,40,14,3902
CUST_01088,5,10,194
CUST_01089,16,3,757
CUST_01090,1,1,99
CUST_01091,1,1,563
CUST_01092,3,1,370
CUST_01093,7,7,908
CUST_01094,3,1,896
CUST_01095,0,0,427
CUST_01096,30,2,586
CUST_01097,17,11,919
CUST_01098,1,0,132
CUST_01099,1,0,255
CUST_01100,0,1,449
CUST_01101,6,11,720
CUST_01102,14,2,976
CUST_01103,29,2,14878
CUST_01104,4,0,959
CUST_01105,3,1,28987
CUST_01106,0,0,579
CUST_01107,28,5,53
CUST_01108,1,1,778
CUST_01109,21,7,38813
CUST_01110,20,12,384
CUST_01111,22,4,937
CUST_01112,1,1,241
CUST_01113,3,0,46
CUST_01114,35,4,114
CUST_01115,6,8,707
CUST_01116,4,1,805
CUST_01117,19,6,129
CUST_01118,3,1,556
CUST_01119,33,7,154
CUST_01120,38,11,993
CUST_01121,44,7,972
CUST_01122,36,13,494
CUST_01123,25,2,828
CUST_01124,34,5,81
CUST_01125,28,4,778
CUST_01126,48,10,964
CUST_01127,0,1,668
CUST_01128,32,9,24
CUST_01129,18,12,16218
CUST_01130,0,0,181
CUST_01131,2,0,431
CUST_01132,18,3,173
CUST_01133,0,1,808
CUST_01134,2,0,997
CUST_01135,45,10,40
CUST_01136,44,5,444
CUST_01137,0,0,868
CUST_01138,46,12,394
CUST_01139,11,4,939
CUST_01140,4,0,47554
CUST_01141,13,6,560
CUST_01142,0,0,261
CUST_01143,35,7,25427
CUST_01144,27,7,56
CUST_01145,4,0,5
CUST_01146,32,11,558
CUST_01147,2,0,574
CUST_01148,4,1,944
CUST_01149,1,0,917
CUST_01150,38,12,578
CUST_01151,23,10,914
CUST_01152,1,0,694
CUST_01153,2,1,161
CUST_01154,38,12,296
CUST_01155,3,1,616
CUST_01156,48,12,774
CUST_01157,1,0,56
CUST_01158,5,13,527
CUST_01159,40,5,41229
CUST_01160,47,5,165
CUST_01161,43,1,904
CUST_01162,0,0,761
CUST_01163,11,6,972
CUST_01164,4,0,545
CUST_01165,24,10,45
CUST_01166,24,5,932
CUST_01167,29,11,810
CUST_01168,47,10,46
CUST_01169,25,6,389
CUST_01170,13,9,251
CUST_01171,31,8,165
CUST_01172,32,7,367
CUST_01173,29,7,378
CUST_01174,3,0,316
CUST_01175,38,6,131
CUST_01176,6,1,388
CUST_01177,13,12,581
CUST_01178,23,7,571
CUST_01179,2,0,716
CUST_01180,25,7,749
CUST_01181,1,1,855
CUST_01182,2,1,347
CUST_01183,30,3,844
CUST_01184,1,1,617
CUST_01185,33,13,496
CUST_01186,37,7,28915
CUST_01187,38,1,849
CUST_01188,31,3,954
CUST_01189,11,10,510
CUST_01190,19,4,518
CUST_01191,0,1,451
CUST_01192,13,9,33079
CUST_01193,17,12,215
CUST_01194,36,6,469
CUST_01195,3,1,852
CUST_01196,36,14,303
CUST_01197,24,5,297
CUST_01198,47,3,345
CUST_01199,23,5,285
CUST_01200,31,12,30968
CUST_01201,40,7,125
CUST_01202,34,9,50
CUST_01203,15,12,418
CUST_01204,20,9,701
CUST_01205,30,12,38370
CUST_01206,34,8,470
CUST_01207,6,5,375
CUST_01208,38,7,364
CUST_01209,0,1,231
CUST_01210,26,10,689
CUST_01211,35,5,669
CUST_01212,25,12,658
CUST_01213,3,0,26410
CUST_01214,44,3,305
CUST_01215,27,13,437
CUST_01216,30,11,250
CUST_01217,22,13,850
CUST_01218,19,1,341
CUST_01219,4,0,131
CUST_01220,26,5,748
CUST_01221,32,12,523
CUST_01222,47,2,654
CUST_01223,11,6,505
CUST_01224,1,1,398
CUST_01225,46,11,32171
CUST_01226,0,1,117
CUST_01227,39,8,60
CUST_01228,17,5,914
CUST_01229,0,1,180
CUST_01230,35,1,967
CUST_01231,23,2,312
CUST_01232,33,1,990
CUST_01233,0,0,264
CUST_01234,45,10,28
CUST_01235,25,3,262
CUST_01236,20,14,711
CUST_01237,34,3,616
CUST_01238,3,1,912
CUST_01239,45,10,590
CUST_01240,1,1,36983
CUST_01241,10,7,710
CUST_01242,3,0,617
CUST_01243,46,7,338
CUST_01244,1,1,421
CUST_01245,28,9,88
CUST_01246,32,5,331
CUST_01247,19,4,991
CUST_01248,43,5,430
CUST_01249,44,8,777
CUST_01250,1,0,762
CUST_01251,21,12,151
CUST_01252,3,0,8571
CUST_01253,7,12,707
CUST_01254,43,8,125
CUST_01255,32,13,42
CUST_01256,35,4,420
CUST_01257,3,0,26893
CUST_01258,12,11,489
CUST_01259,2,1,46239
CUST_01260,1,1,252
CUST_01261,40,2,17595
CUST_01262,4,1,810
CUST_01263,44,1,707
CUST_01264,2,1,483
CUST_01265,37,11,292
CUST_01266,0,0,216
CUST_01267,25,13,168
CUST_01268,10,13,733
CUST_01269,25,8,33279
CUST_01270,32,4,384
CUST_01271,21,14,860
CUST_01272,22,6,15
CUST_01273,15,5,24638
CUST_01274,48,13,46460
CUST_01275,29,10,902
CUST_01276,34,6,295
CUST_01277,29,4,434
CUST_01278,11,4,319
CUST_01279,41,7,736
CUST_01280,3,0,625
CUST_01281,30,9,533
CUST_01282,0,0,298
CUST_01283,28,3,573
CUST_01284,16,4,693
CUST_01285,18,9,922
CUST_01286,13,5,796
CUST_01287,3,0,15
CUST_01288,2,0,980
CUST_01289,23,12,394
CUST_01290,5,6,276
CUST_01291,33,1,4369
CUST_01292,2,1,282
CUST_01293,4,0,638
CUST_01294,5,5,998
CUST_01295,29,5,85
CUST_01296,31,11,206
CUST_01297,26,9,874
CUST_01298,21,1,662
CUST_01299,4,0,562
CUST_01300,7,3,476
CUST_01301,0,0,742
CUST_01302,6,12,591
CUST_01303,36,13,21599
CUST_01304,26,7,399
CUST_01305,43,7,135
CUST_01306,3,0,345
CUST_01307,26,5,169
CUST_01308,8,14,968
CUST_01309,42,9,162
CUST_01310,17,7,198
CUST_01311,27,2,967
CUST_01312,17,12,29806
CUST_01313,24,3,47
CUST_01314,37,11,821
CUST_01315,38,7,764
CUST_01316,42,5,21006
CUST_01317,4,1,102
CUST_01318,4,0,23424
CUST_01319,15,9,5
CUST_01320,22,3,710
CUST_01321,49,8,11
CUST_01322,25,13,102
CUST_01323,16,6,23993
CUST_01324,43,13,832
CUST_01325,24,4,40608
CUST_01326,11,4,426
CUST_01327,31,4,170
CUST_01328,11,7,688
CUST_01329,6,6,88
CUST_01330,2,0,715
CUST_01331,37,5,438
CUST_01332,0,1,346
CUST_01333,33,6,854
CUST_01334,36,7,210
CUST_01335,49,12,724
CUST_01336,16,11,433
CUST_01337,0,0,532
CUST_01338,43,12,599
CUST_01339,0,1,524
CUST_01340,44,14,425
CUST_01341,7,8,995
CUST_01342,43,11,119
CUST_01343,0,1,910
CUST_01344,6,2,177
CUST_01345,4,1,128
CUST_01346,45,8,562
CUST_01347,1,1,417
CUST_01348,16,3,553
CUST_01349,45,4,317
CUST_01350,36,12,606
CUST_01351,10,1,241
CUST_01352,31,3,927
CUST_01353,17,4,355
CUST_01354,27,2,572
CUST_01355,14,14,31425
CUST_01356,18,12,437
CUST_01357,7,6,457
CUST_01358,16,8,441
CUST_01359,3,1,980
CUST_01360,3,0,227
CUST_01361,36,10,407
CUST_01362,4,0,922
CUST_01363,0,0,276
CUST_01364,13,14,17
CUST_01365,5,4,755
CUST_01366,1,1,15307
CUST_01367,43,6,323
CUST_01368,14,4,47268
CUST_01369,2,0,821
CUST_01370,47,11,529
CUST_01371,45,2,895
CUST_01372,34,10,712
CUST_01373,9,2,25372
CUST_01374,8,2,764
CUST_01375,49,2,191
CUST_01376,12,8,48
CUST_01377,20,10,93
CUST_01378,5,4,930
CUST_01379,19,4,748
CUST_01380,28,10,19542
CUST_01381,19,10,166
CUST_01382,10,11,493
CUST_01383,3,1,253
CUST_01384,9,3,953
CUST_01385,43,5,56
CUST_01386,1,1,5
CUST_01387,38,7,973
CUST_01388,0,0,237
CUST_01389,36,7,24902
CUST_01390,2,1,223
CUST_01391,4,0,589
CUST_01392,28,12,19
CUST_01393,35,7,817
CUST_01394,0,1,776
CUST_01395,19,8,203
CUST_01396,2,0,141
CUST_01397,24,13,32984
CUST_01398,8,1,406
CUST_01399,17,3,815
CUST_01400,45,12,12300
CUST_01401,48,3,79
CUST_01402,14,5,209
CUST_01403,45,10,767
CUST_01404,27,14,34901
CUST_01405,11,13,376
CUST_01406,4,1,39
CUST_01407,0,0,352
CUST_01408,11,10,452
CUST_01409,12,6,422
CUST_01410,11,4,713
CUST_01411,47,6,85
CUST_01412,8,7,554
CUST_01413,11,4,235
CUST_01414,49,11,992
CUST_01415,4,0,889
CUST_01416,34,5,414
CUST_01417,22,3,581
CUST_01418,34,2,355
CUST_01419,11,1,642
CUST_01420,27,4,643
CUST_01421,41,2,247
CUST_01422,11,12,666
CUST_01423,42,3,741
CUST_01424,33,1,600
CUST_01425,38,14,9858
CUST_01426,3,1,538
CUST_01427,45,6,360
CUST_01428,49,4,867
CUST_01429,22,5,749
CUST_01430,4,0,174
CUST_01431,3,0,827
CUST_01432,31,4,803
CUST_01433,1,1,373
CUST_01434,16,3,941
CUST_01435,1,1,60
CUST_01436,21,13,169
CUST_01437,48,3,506
CUST_01438,11,7,774
CUST_01439,28,7,413
CUST_01440,11,3,817
CUST_01441,33,3,115
CUST_01442,32,10,174
CUST_01443,27,10,732
CUST_01444,14,12,423
CUST_01445,1,0,127
CUST_01446,4,0,488
CUST_01447,2,0,4
CUST_01448,29,11,325
CUST_01449,1,0,697
CUST_01450,9,2,171
CUST_01451,18,5,198
CUST_01452,35,11,230
CUST_01453,44,7,799
CUST_01454,10,8,846
CUST_01455,32,1,626
CUST_01456,0,0,332
CUST_01457,10,2,465
CUST_01458,21,13,841
CUST_01459,44,7,423
CUST_01460,39,9,312
CUST_01461,3,0,522
CUST_01462,49,14,423
CUST_01463,22,8,615
CUST_01464,47,14,174
CUST_01465,38,10,897
CUST_01466,5,3,986
CUST_01467,19,4,947
CUST_01468,22,2,373
CUST_01469,26,9,631
CUST_01470,22,14,236
CUST_01471,1,1,747
CUST_01472,3,0,967
CUST_01473,40,4,816
CUST_01474,42,13,442
CUST_01475,29,5,37
CUST_01476,1,0,783
CUST_01477,24,14,887
CUST_01478,0,1,855
CUST_01479,37,10,762
CUST_01480,11,14,982
CUST_01481,27,10,45689
CUST_01482,15,12,845
CUST_01483,37,6,538
CUST_01484,44,11,841
CUST_01485,3,1,634
CUST_01486,49,12,155
CUST_01487,1,1,728
CUST_01488,12,12,193
CUST_01489,2,1,812
CUST_01490,0,0,160
CUST_01491,2,0,639
CUST_01492,4,1,827
CUST_01493,3,1,689
CUST_01494,6,10,46562
CUST_01495,9,3,685
CUST_01496,21,5,546
CUST_01497,1,1,238
CUST_01498,3,0,40
CUST_01499,33,8,185
CUST_01500,20,14,460
CUST_01501,3,0,694
CUST_01502,1,0,388
CUST_01503,23,5,260
CUST_01504,13,11,405
CUST_01505,11,3,545
CUST_01506,34,6,448
CUST_01507,19,10,698
CUST_01508,48,13,400
CUST_01509,0,0,306
CUST_01510,10,6,944
CUST_01511,42,8,136
CUST_01512,4,0,201
CUST_01513,4,1,892
CUST_01514,4,1,654
CUST_01515,12,11,34672
CUST_01516,3,0,156
CUST_01517,23,13,254
CUST_01518,4,1,19523
CUST_01519,35,3,408
CUST_01520,20,5,852
CUST_01521,42,5,976
CUST_01522,26,14,730
CUST_01523,1,0,27
CUST_01524,26,11,662
CUST_01525,12,1,870
CUST_01526,41,9,611
CUST_01527,16,2,514
CUST_01528,0,1,48539
CUST_01529,2,0,198
CUST_01530,2,1,68
CUST_01531,17,13,601
CUST_01532,30,14,16
CUST_01533,26,3,848
CUST_01534,33,7,878
CUST_01535,16,3,834
CUST_01536,4,0,834
CUST_01537,32,8,545
CUST_01538,13,13,775
CUST_01539,14,3,812
CUST_01540,46,5,59
CUST_01541,2,0,43276
CUST_01542,40,1,19688
CUST_01543,44,3,1107
CUST_01544,15,1,364
CUST_01545,0,0,917
CUST_01546,0,0,928
CUST_01547,3,0,433
CUST_01548,28,7,198
CUST_01549,9,7,752
CUST_01550,7,3,231
CUST_01551,2,0,722
CUST_01552,0,1,367
CUST_01553,4,0,429
CUST_01554,16,6,563
CUST_01555,4,1,118
CUST_01556,21,13,7140
CUST_01557,2,0,214
CUST_01558,15,13,321
CUST_01559,10,8,148
CUST_01560,47,2,407
CUST_01561,40,12,687
CUST_01562,21,4,16899
CUST_01563,26,9,780
CUST_01564,5,4,8628
CUST_01565,48,7,4
CUST_01566,7,5,401
CUST_01567,20,10,627
CUST_01568,2,0,202
CUST_01569,18,1,36
CUST_01570,11,4,53
CUST_01571,1,0,287
CUST_01572,47,6,283
CUST_01573,35,6,24823
CUST_01574,4,1,44
CUST_01575,23,3,283
CUST_01576,4,1,832
CUST_01577,5,2,581
CUST_01578,4,0,970
CUST_01579,14,1,41
CUST_01580,22,12,416
CUST_01581,46,12,271
CUST_01582,5,5,140
CUST_01583,4,0,916
CUST_01584,17,7,570
CUST_01585,8,2,751
CUST_01586,16,11,46
CUST_01587,23,13,166
CUST_01588,3,0,621
CUST_01589,48,9,125
CUST_01590,42,13,471
CUST_01591,2,1,810
CUST_01592,2,0,922
CUST_01593,29,1,620
CUST_01594,14,5,676
CUST_01595,1,1,369
CUST_01596,3,1,770
CUST_01597,4,0,587
CUST_01598,1,0,6
CUST_01599,29,3,697
CUST_01600,1,0,275
CUST_01601,3,0,590
CUST_01602,40,11,64
CUST_01603,43,3,626
CUST_01604,28,4,201
CUST_01605,27,13,141
CUST_01606,4,1,974
CUST_01607,2,1,97
CUST_01608,21,1,816
CUST_01609,1,1,216
CUST_01610,7,8,990
CUST_01611,4,0,585
CUST_01612,33,12,292
CUST_01613,38,2,507
CUST_01614,18,10,133
CUST_01615,2,0,261
CUST_01616,22,8,283
CUST_01617,3,1,101
CUST_01618,6,8,376
CUST_01619,15,10,205
CUST_01620,35,5,652
CUST_01621,17,3,12
CUST_01622,1,1,760
CUST_01623,30,10,122
CUST_01624,0,0,9
CUST_01625,0,1,591
CUST_01626,1,0,166
CUST_01627,26,5,610
CUST_01628,4,0,718
CUST_01629,23,3,150
CUST_01630,49,13,36
CUST_01631,28,12,1622
CUST_01632,4,0,775
CUST_01633,39,11,473
CUST_01634,12,1,443
CUST_01635,9,4,341
CUST_01636,26,9,4
CUST_01637,32,6,889
CUST_01638,4,0,225
CUST_01639,37,14,538
CUST_01640,0,0,123
CUST_01641,30,11,402
CUST_01642,3,0,5158
CUST_01643,27,13,810
CUST_01644,30,7,42162
CUST_01645,45,11,236
CUST_01646,17,7,467
CUST_01647,2,0,498
CUST_01648,35,9,511
CUST_01649,2,1,822
CUST_01650,2,1,19834
CUST_01651,40,8,47220
CUST_01652,46,2,101
CUST_01653,27,7,588
CUST_01654,42,12,311
CUST_01655,1,1,81
CUST_01656,3,1,657
CUST_01657,36,8,192
CUST_01658,19,13,223
CUST_01659,42,3,52
CUST_01660,15,11,344
CUST_01661,2,1,84
CUST_01662,0,1,986
CUST_01663,3,1,28855
CUST_01664,0,0,879
CUST_01665,15,14,640
CUST_01666,9,7,210
CUST_01667,30,9,46227
CUST_01668,0,1,775
CUST_01669,39,4,914
CUST_01670,9,12,182
CUST_01671,13,8,271
CUST_01672,32,5,505
CUST_01673,0,0,19920
CUST_01674,9,5,833
CUST_01675,27,3,2232
CUST_01676,48,5,92
CUST_01677,48,13,329
CUST_01678,20,7,189
CUST_01679,11,4,597
CUST_01680,18,8,865
CUST_01681,26,14,10953
CUST_01682,13,11,788
CUST_01683,27,6,292
CUST_01684,47,6,260
CUST_01685,8,6,709
CUST_01686,2,1,927
CUST_01687,30,14,7362
CUST_01688,45,3,9
CUST_01689,3,0,964
CUST_01690,35,6,87
CUST_01691,2,1,339
CUST_01692,4,0,317
CUST_01693,31,14,548
CUST_01694,10,10,222
CUST_01695,10,9,686
CUST_01696,8,4,208
CUST_01697,1,0,48
CUST_01698,7,10,535
CUST_01699,28,13,849
CUST_01700,22,12,921
CUST_01701,1,0,617
CUST_01702,25,12,822
CUST_01703,33,12,28026
CUST_01704,4,0,205
CUST_01705,29,3,680
CUST_01706,16,10,496
CUST_01707,3,0,897
CUST_01708,11,7,669
CUST_01709,18,2,752
CUST_01710,1,0,464
CUST_01711,3,0,634
CUST_01712,14,14,19
CUST_01713,15,4,567
CUST_01714,43,2,969
CUST_01715,23,14,791
CUST_01716,23,9,107
CUST_01717,47,10,139
CUST_01718,10,11,90
CUST_01719,12,6,270
CUST_01720,5,1,328
CUST_01721,27,1,209
CUST_01722,44,8,687
CUST_01723,41,11,572
CUST_01724,3,0,454
CUST_01725,6,13,21679
CUST_01726,1,0,365
CUST_01727,2,0,21505
CUST_01728,19,7,2
CUST_01729,1,1,783
CUST_01730,46,2,163
CUST_01731,25,3,387
CUST_01732,34,8,994
CUST_01733,28,4,8
CUST_01734,6,13,365
CUST_01735,42,8,11
CUST_01736,26,3,73
CUST_01737,0,1,27131
CUST_01738,18,7,811
CUST_01739,9,1,107
CUST_01740,28,11,961
CUST_01741,30,3,23395
CUST_01742,3,1,524
CUST_01743,49,5,233
CUST_01744,38,2,438
CUST_01745,27,10,756
CUST_01746,4,1,480
CUST_01747,39,13,832
CUST_01748,19,3,91
CUST_01749,7,9,871
CUST_01750,16,10,197
CUST_01751,42,9,115
CUST_01752,21,8,642
CUST_01753,0,1,364
CUST_01754,31,5,152
CUST_01755,23,10,632
CUST_01756,25,11,41913
CUST_01757,44,7,947
CUST_01758,28,2,527
CUST_01759,28,3,810
CUST_01760,23,12,19962
CUST_01761,35,11,451
CUST_01762,44,2,391
CUST_01763,24,10,614
CUST_01764,19,11,207
CUST_01765,44,1,509
CUST_01766,39,3,939
CUST_01767,39,4,30428
CUST_01768,4,1,662
CUST_01769,3,1,773
CUST_01770,45,12,554
CUST_01771,1,1,36047
CUST_01772,22,9,975
CUST_01773,21,1,629
CUST_01774,12,9,46143
CUST_01775,24,6,278
CUST_01776,15,8,143
CUST_01777,34,3,739
CUST_01778,2,0,49515
CUST_01779,43,11,228
CUST_01780,18,9,264
CUST_01781,46,7,465
CUST_01782,19,4,136
CUST_01783,16,6,6665
CUST_01784,24,6,41981
CUST_01785,21,2,697
CUST_01786,1,0,448
CUST_01787,30,11,314
CUST_01788,18,5,150
CUST_01789,29,1,324
CUST_01790,3,0,402
CUST_01791,29,10,802
CUST_01792,29,3,352
CUST_01793,3,0,950
CUST_01794,47,8,109
CUST_01795,16,11,465
CUST_01796,24,3,39
CUST_01797,3,1,653
CUST_01798,1,0,339
CUST_01799,31,14,371
CUST_01800,22,8,524
CUST_01801,14,13,506
CUST_01802,34,14,52
CUST_01803,5,10,79
CUST_01804,0,1,744
CUST_01805,27,6,350
CUST_01806,11,11,550
CUST_01807,34,8,738
CUST_01808,30,3,22953
CUST_01809,5,14,120
CUST_01810,33,11,64
CUST_01811,29,6,439
CUST_01812,44,12,295
CUST_01813,4,0,941
CUST_01814,3,1,204
CUST_01815,0,1,35149
CUST_01816,1,0,556
CUST_01817,9,9,13616
CUST_01818,5,12,134
CUST_01819,2,1,377
CUST_01820,40,7,979
CUST_01821,0,1,51
CUST_01822,48,8,740
CUST_01823,2,1,867
CUST_01824,39,2,579
CUST_01825,31,11,2752
CUST_01826,1,1,66
CUST_01827,2,0,2
CUST_01828,0,1,22655
CUST_01829,6,7,887
CUST_01830,34,6,450
CUST_01831,42,3,509
CUST_01832,3,0,767
CUST_01833,11,14,867
CUST_01834,43,7,437
CUST_01835,0,1,776
CUST_01836,37,14,949
CUST_01837,44,1,975
CUST_01838,34,4,21907
CUST_01839,34,4,527
CUST_01840,2,0,779
CUST_01841,49,6,101
CUST_01842,28,10,915
CUST_01843,24,8,436
CUST_01844,4,1,798
CUST_01845,23,1,733
CUST_01846,17,13,20
CUST_01847,2,0,386
CUST_01848,19,14,532
CUST_01849,15,4,91
CUST_01850,16,13,795
CUST_01851,2,0,132
CUST_01852,29,10,838
CUST_01853,7,14,504
CUST_01854,28,9,452
CUST_01855,2,0,840
CUST_01856,2,0,686
CUST_01857,32,3,724
CUST_01858,34,6,147
CUST_01859,2,1,933
CUST_01860,15,9,231
CUST_01861,0,1,883
CUST_01862,7,13,164
CUST_01863,23,2,313
CUST_01864,6,12,656
CUST_01865,3,1,297
CUST_01866,33,6,987
CUST_01867,6,4,222
CUST_01868,20,12,352
CUST_01869,14,7,415
CUST_01870,8,13,61
CUST_01871,47,7,607
CUST_01872,4,0,623
CUST_01873,28,7,4970
CUST_01874,2,0,598
CUST_01875,25,7,404
CUST_01876,46,13,984
CUST_01877,20,10,928
CUST_01878,1,0,22279
CUST_01879,1,0,450
CUST_01880,13,9,389
CUST_01881,2,0,624
CUST_01882,48,5,765
CUST_01883,5,10,25525
CUST_01884,18,9,501
CUST_01885,28,12,321
CUST_01886,14,13,543
CUST_01887,22,14,63
CUST_01888,49,11,153
CUST_01889,3,1,957
CUST_01890,31,2,516
CUST_01891,23,3,394
CUST_01892,40,7,895
CUST_01893,2,1,26888
CUST_01894,3,1,462
CUST_01895,13,3,721
CUST_01896,3,1,944
CUST_01897,1,1,973
CUST_01898,21,11,38472
CUST_01899,46,8,221
CUST_01900,42,12,189
CUST_01901,47,4,571
CUST_01902,24,11,204
CUST_01903,2,1,43273
CUST_01904,8,6,20029
CUST_01905,1,0,88
CUST_01906,3,1,22813
CUST_01907,18,8,954
CUST_01908,29,12,362
CUST_01909,21,9,370
CUST_01910,1,1,331
CUST_01911,1,0,920
CUST_01912,17,5,707
CUST_01913,4,1,425
CUST_01914,45,3,843
CUST_01915,3,1,454
CUST_01916,8,13,694
CUST_01917,48,6,421
CUST_01918,19,12,999
CUST_01919,24,14,762
CUST_01920,12,11,735
CUST_01921,0,0,170
CUST_01922,6,12,709
CUST_01923,32,11,248
CUST_01924,26,4,180
CUST_01925,1,0,474
CUST_01926,0,1,482
CUST_01927,5,11,383
CUST_01928,40,11,788
CUST_01929,46,8,403
CUST_01930,1,0,786
CUST_01931,42,2,160
CUST_01932,30,1,247
CUST_01933,35,8,318
CUST_01934,45,10,963
CUST_01935,2,1,699
CUST_01936,35,7,530
CUST_01937,13,7,755
CUST_01938,7,13,112
CUST_01939,3,0,923
CUST_01940,10,8,789
CUST_01941,49,10,562
CUST_01942,49,1,343
CUST_01943,11,12,122
CUST_01944,45,1,749
CUST_01945,29,13,318
CUST_01946,29,1,573
CUST_01947,5,6,477
CUST_01948,3,0,412
CUST_01949,24,10,585
CUST_01950,17,9,244
CUST_01951,0,0,543
CUST_01952,1,0,456
CUST_01953,27,1,152
CUST_01954,2,1,655
CUST_01955,37,5,14
CUST_01956,13,6,442
CUST_01957,33,9,303
CUST_01958,36,2,785
CUST_01959,15,14,244
CUST_01960,40,3,790
CUST_01961,33,14,566
CUST_01962,4,0,553
CUST_01963,18,3,898
CUST_01964,0,1,454
CUST_01965,4,1,358
CUST_01966,26,8,3551
CUST_01967,2,1,10
CUST_01968,37,2,822
CUST_01969,27,13,599
CUST_01970,39,2,226
CUST_01971,24,11,113
CUST_01972,37,7,536
CUST_01973,39,14,603
CUST_01974,34,4,971
CUST_01975,34,5,86
CUST_01976,4,1,592
CUST_01977,49,6,249
CUST_01978,2,0,249
CUST_01979,19,13,936
CUST_01980,29,8,420
CUST_01981,24,11,209
CUST_01982,11,1,950
CUST_01983,20,2,520
CUST_01984,27,7,610
CUST_01985,25,14,547
CUST_01986,2,1,56
CUST_01987,2,1,62
CUST_01988,23,6,337
CUST_01989,10,12,787
CUST_01990,2,1,724
CUST_01991,36,5,814
CUST_01992,5,7,531
CUST_01993,34,10,758
CUST_01994,20,8,5
CUST_01995,4,1,9499
CUST_01996,22,9,618
CUST_01997,17,6,604
CUST_01998,48,5,510
CUST_01999,32,7,796
CUST_02000,14,2,460
CUST_02001,0,0,355
CUST_02002,33,12,218
CUST_02003,15,4,366
CUST_02004,1,0,888
CUST_02005,48,3,560
CUST_02006,21,13,363
CUST_02007,0,1,17969
CUST_02008,35,4,294
CUST_02009,25,10,504
CUST_02010,37,10,287
CUST_02011,1,1,22826
CUST_02012,10,11,298
CUST_02013,8,3,619
CUST_02014,26,4,283
CUST_02015,17,3,812
CUST_02016,48,3,576
CUST_02017,34,2,817
CUST_02018,44,6,53
CUST_02019,30,13,818
CUST_02020,43,10,810
CUST_02021,43,6,319
CUST_02022,11,10,478
CUST_02023,18,4,8351
CUST_02024,3,0,757
CUST_02025,4,0,721
CUST_02026,28,6,220
CUST_02027,29,12,681
CUST_02028,36,8,933
CUST_02029,10,6,342
CUST_02030,20,13,213
CUST_02031,7,9,18776
CUST_02032,25,3,580
CUST_02033,36,14,745
CUST_02034,6,3,14
CUST_02035,3,1,13300
CUST_02036,0,0,29960
CUST_02037,22,14,47418
CUST_02038,15,14,133
CUST_02039,39,6,717
CUST_02040,40,7,23
CUST_02041,42,7,376
CUST_02042,16,5,596
CUST_02043,35,6,141
CUST_02044,3,0,651
CUST_02045,34,11,438
CUST_02046,48,2,323
CUST_02047,8,10,121
CUST_02048,6,14,299
CUST_02049,48,12,340
CUST_02050,17,7,976
CUST_02051,2,0,988
CUST_02052,2,0,178
CUST_02053,3,1,207
CUST_02054,2,1,977
CUST_02055,1,1,165
CUST_02056,9,1,7157
CUST_02057,3,0,633
CUST_02058,34,5,555
CUST_02059,18,3,74
CUST_02060,47,14,479
CUST_02061,0,1,347
CUST_02062,14,13,271
CUST_02063,10,10,993
CUST_02064,20,7,945
CUST_02065,30,7,989
CUST_02066,25,7,165
CUST_02067,1,1,761
CUST_02068,3,1,85
CUST_02069,2,1,900
CUST_02070,34,9,648
CUST_02071,9,12,2215
CUST_02072,14,9,550
CUST_02073,35,7,598
CUST_02074,15,7,3264
CUST_02075,3,0,671
CUST_02076,11,11,575
CUST_02077,0,1,222
CUST_02078,1,1,416
CUST_02079,45,9,361
CUST_02080,0,1,345
CUST_02081,32,7,145
CUST_02082,20,12,715
CUST_02083,7,7,66
CUST_02084,41,9,516
CUST_02085,36,7,973
CUST_02086,25,14,58
CUST_02087,49,3,587
CUST_02088,22,6,38106
CUST_02089,15,6,759
CUST_02090,12,11,15
CUST_02091,16,12,586
CUST_02092,6,7,867
CUST_02093,45,6,485
CUST_02094,26,4,888
CUST_02095,4,0,175
CUST_02096,18,6,17915
CUST_02097,19,3,460
CUST_02098,15,1,135
CUST_02099,17,1,427
CUST_02100,32,5,788
CUST_02101,29,11,793
CUST_02102,3,1,997
CUST_02103,2,1,930
CUST_02104,41,8,910
CUST_02105,2,0,679
CUST_02106,29,13,541
CUST_02107,1,1,38584
CUST_02108,12,8,335
CUST_02109,21,9,1799
CUST_02110,35,9,512
CUST_02111,30,2,170
CUST_02112,15,12,923
CUST_02113,34,8,128
CUST_02114,15,2,679
CUST_02115,7,7,417
CUST_02116,44,8,8181
CUST_02117,44,1,60
CUST_02118,4,1,116
CUST_02119,1,0,833
CUST_02120,32,13,634
CUST_02121,26,1,771
CUST_02122,46,7,472
CUST_02123,22,10,737
CUST_02124,3,0,396
CUST_02125,30,8,803
CUST_02126,2,0,863
CUST_02127,33,2,956
CUST_02128,15,1,697
CUST_02129,4,0,596
CUST_02130,5,10,217
