ticket_id,customer_id,priority,resolution_time_hours,satisfaction_score
TKT_002186,CUST_00578,Low,31,3
TKT_002187,CUST_03608,Low,33,4
TKT_002188,CUST_04178,High,57,5
TKT_002189,CUST_00603,Medium,34,4
TKT_002190,CUST_03756,Medium,59,3
TKT_002191,CUST_04070,Medium,56,3
TKT_002192,CUST_00988,High,37,5
TKT_002193,CUST_04237,Medium,56,4
TKT_002194,CUST_02316,High,58,5
TKT_002195,CUST_04235,Medium,54,4
TKT_002196,CUST_03119,Medium,39,3
TKT_002197,CUST_01084,Low,66,4
TKT_002198,CUST_02609,Low,51,5
TKT_002199,CUST_01588,High,20,4
TKT_002200,CUST_01085,Low,16,3
TKT_002201,CUST_01750,Low,13,3
TKT_002202,CUST_03167,Medium,53,4
TKT_002203,CUST_01656,Medium,39,5
TKT_002204,CUST_03547,Low,24,3
TKT_002205,CUST_00040,Medium,26,4
TKT_002206,CUST_01351,Medium,64,2
TKT_002207,CUST_01995,High,25,5
TKT_002208,CUST_02454,Medium,54,4
TKT_002209,CUST_00744,Medium,57,3
TKT_002210,CUST_03283,Low,50,5
TKT_002211,CUST_04134,Low,25,5
TKT_002212,CUST_02365,Low,14,1
TKT_002213,CUST_01107,Low,21,4
TKT_002214,CUST_03428,High,64,4
TKT_002215,CUST_00630,High,49,3
TKT_002216,CUST_04911,Medium,17,1
TKT_002217,CUST_04635,Low,31,3
TKT_002218,CUST_02257,Low,46,5
TKT_002219,CUST_03986,Low,59,3
TKT_002220,CUST_00492,High,54,5
TKT_002221,CUST_04680,Medium,31,5
TKT_002222,CUST_04154,High,60,5
TKT_002223,CUST_01483,Medium,67,5
TKT_002224,CUST_01950,Medium,55,5
TKT_002225,CUST_02444,Medium,14,1
TKT_002226,CUST_03134,Low,15,3
TKT_002227,CUST_03518,Medium,22,5
TKT_002228,CUST_02135,High,52,3
TKT_002229,CUST_01862,Medium,42,1
TKT_002230,CUST_00611,Medium,69,5
TKT_002231,CUST_01148,Medium,68,4
TKT_002232,CUST_04742,Low,40,1
TKT_002233,CUST_02331,Medium,49,3
TKT_002234,CUST_02562,Low,31,5
TKT_002235,CUST_00829,Critical,6,5
TKT_002236,CUST_01696,Low,35,5
TKT_002237,CUST_02205,Medium,34,4
TKT_002238,CUST_02274,Low,33,3
TKT_002239,CUST_02881,Low,33,2
TKT_002240,CUST_03466,Medium,52,3
TKT_002241,CUST_00266,Critical,9,2
TKT_002242,CUST_01290,Medium,57,4
TKT_002243,CUST_03621,Low,49,5
TKT_002244,CUST_03392,Medium,59,5
TKT_002245,CUST_00473,Low,61,5
TKT_002246,CUST_02576,Medium,52,4
TKT_002247,CUST_01897,Low,18,3
TKT_002248,CUST_03155,Medium,35,2
TKT_002249,CUST_00890,Low,61,4
TKT_002250,CUST_03500,Low,55,4
TKT_002251,CUST_01612,High,48,3
TKT_002252,CUST_04477,High,57,5
TKT_002253,CUST_00186,Low,36,5
TKT_002254,CUST_04006,Low,25,4
TKT_002255,CUST_03334,Medium,40,3
TKT_002256,CUST_02227,Medium,14,4
TKT_002257,CUST_03214,High,50,3
TKT_002258,CUST_04016,Low,40,5
TKT_002259,CUST_01292,Low,27,2
TKT_002260,CUST_02674,Low,32,5
TKT_002261,CUST_02518,Medium,33,4
TKT_002262,CUST_03764,Medium,32,5
TKT_002263,CUST_03049,Medium,33,4
TKT_002264,CUST_02155,High,20,3
TKT_002265,CUST_03103,Low,34,5
TKT_002266,CUST_03619,Medium,60,4
TKT_002267,CUST_03844,High,20,4
TKT_002268,CUST_00521,High,61,2
TKT_002269,CUST_01645,Medium,57,3
TKT_002270,CUST_00655,Medium,43,1
TKT_002271,CUST_00042,Medium,47,3
TKT_002272,CUST_02912,Medium,58,4
TKT_002273,CUST_03785,Low,47,4
TKT_002274,CUST_03952,Medium,16,4
TKT_002275,CUST_01824,Medium,37,5
TKT_002276,CUST_04944,Low,15,3
TKT_002277,CUST_02309,Medium,35,4
TKT_002278,CUST_01514,Medium,52,4
TKT_002279,CUST_04767,Medium,54,5
TKT_002280,CUST_03737,Medium,25,3
TKT_002281,CUST_01281,Medium,38,5
TKT_002282,CUST_04925,Medium,23,4
TKT_002283,CUST_03139,Low,29,1
TKT_002284,CUST_00220,Low,55,1
TKT_002285,CUST_03395,Low,20,5
TKT_002286,CUST_04010,Low,13,3
TKT_002287,CUST_04960,Medium,62,3
TKT_002288,CUST_03808,Critical,8,4
TKT_002289,CUST_02033,Low,43,2
TKT_002290,CUST_01630,High,24,3
TKT_002291,CUST_03250,Medium,68,4
TKT_002292,CUST_00461,Low,58,5
TKT_002293,CUST_00290,Low,66,2
TKT_002294,CUST_01136,Medium,35,1
TKT_002295,CUST_02514,Medium,13,5
TKT_002296,CUST_00224,Low,68,4
TKT_002297,CUST_02446,Low,59,3
TKT_002298,CUST_00454,High,49,3
TKT_002299,CUST_04459,Low,57,5
TKT_002300,CUST_02047,High,30,3
TKT_002301,CUST_02723,Low,58,4
TKT_002302,CUST_04099,Medium,29,4
TKT_002303,CUST_04689,Medium,55,4
TKT_002304,CUST_03876,Medium,13,5
TKT_002305,CUST_00691,Low,37,4
TKT_002306,CUST_00849,Low,68,5
TKT_002307,CUST_03387,Medium,63,4
TKT_002308,CUST_04702,Low,35,3
TKT_002309,CUST_04825,Medium,59,1
TKT_002310,CUST_02469,High,38,4
TKT_002311,CUST_01429,High,66,4
TKT_002312,CUST_02316,Low,64,5
TKT_002313,CUST_03926,Medium,70,5
TKT_002314,CUST_02616,Medium,63,5
TKT_002315,CUST_00739,Low,65,2
TKT_002316,CUST_04752,Low,40,5
TKT_002317,CUST_02219,Low,69,3
TKT_002318,CUST_02353,Medium,58,5
TKT_002319,CUST_03240,High,19,4
TKT_002320,CUST_00875,High,64,4
TKT_002321,CUST_00335,Medium,42,4
TKT_002322,CUST_01179,Medium,45,3
TKT_002323,CUST_00630,Critical,19,3
TKT_002324,CUST_00081,Medium,15,3
TKT_002325,CUST_00910,Medium,54,4
TKT_002326,CUST_00450,High,60,2
TKT_002327,CUST_03071,Low,40,4
TKT_002328,CUST_02971,Low,68,4
TKT_002329,CUST_04079,Medium,65,5
TKT_002330,CUST_01980,High,50,5
TKT_002331,CUST_04776,Low,44,4
TKT_002332,CUST_03396,Medium,32,4
TKT_002333,CUST_00730,Medium,52,4
TKT_002334,CUST_03300,Medium,60,3
TKT_002335,CUST_03012,Low,12,3
TKT_002336,CUST_03021,Critical,2,1
TKT_002337,CUST_01014,High,13,1
TKT_002338,CUST_04776,Medium,62,3
TKT_002339,CUST_01321,High,65,5
TKT_002340,CUST_03265,High,54,5
TKT_002341,CUST_04609,Medium,65,5
TKT_002342,CUST_04683,High,21,3
TKT_002343,CUST_04944,Critical,7,3
TKT_002344,CUST_02909,Low,41,2
TKT_002345,CUST_03044,Low,12,5
TKT_002346,CUST_02191,Low,42,2
TKT_002347,CUST_02242,Medium,46,5
TKT_002348,CUST_02570,Low,59,3
TKT_002349,CUST_03505,Low,40,4
TKT_002350,CUST_01303,Critical,2,4
TKT_002351,CUST_00790,Medium,20,3
TKT_002352,CUST_03300,High,51,4
TKT_002353,CUST_01965,Critical,17,3
TKT_002354,CUST_00417,Low,52,4
TKT_002355,CUST_03273,Medium,22,4
TKT_002356,CUST_01345,Low,35,1
TKT_002357,CUST_02738,Medium,36,1
TKT_002358,CUST_02416,Low,66,5
TKT_002359,CUST_02646,Low,69,3
TKT_002360,CUST_02608,Low,24,1
TKT_002361,CUST_00805,Medium,25,2
TKT_002362,CUST_02766,High,52,2
TKT_002363,CUST_01953,Low,14,3
TKT_002364,CUST_03398,Medium,65,1
TKT_002365,CUST_04919,Medium,17,2
TKT_002366,CUST_01964,Medium,57,5
TKT_002367,CUST_04406,High,24,4
TKT_002368,CUST_04799,Low,12,3
TKT_002369,CUST_02576,Low,71,5
TKT_002370,CUST_03375,Low,40,5
TKT_002371,CUST_04793,Medium,25,1
TKT_002372,CUST_03714,Low,23,3
TKT_002373,CUST_03749,Low,70,5
TKT_002374,CUST_00605,High,37,4
TKT_002375,CUST_03351,Low,69,4
TKT_002376,CUST_03797,Medium,34,4
TKT_002377,CUST_02701,Critical,2,1
TKT_002378,CUST_01651,Medium,71,5
TKT_002379,CUST_04417,Medium,25,3
TKT_002380,CUST_03549,Low,45,2
TKT_002381,CUST_00304,Medium,34,3
TKT_002382,CUST_00519,Medium,21,5
TKT_002383,CUST_04031,High,15,5
TKT_002384,CUST_00941,Medium,50,4
TKT_002385,CUST_02879,Medium,60,3
TKT_002386,CUST_00080,Low,21,5
TKT_002387,CUST_00103,Low,35,5
TKT_002388,CUST_00729,Medium,45,5
TKT_002389,CUST_04238,Low,35,2
TKT_002390,CUST_02451,High,67,2
TKT_002391,CUST_00956,Medium,36,4
TKT_002392,CUST_03661,Medium,63,3
TKT_002393,CUST_04866,Medium,26,5
TKT_002394,CUST_04915,Medium,23,4
TKT_002395,CUST_00740,Medium,12,1
TKT_002396,CUST_04258,Medium,53,4
TKT_002397,CUST_00594,Medium,67,3
TKT_002398,CUST_03550,High,20,4
TKT_002399,CUST_00563,High,70,1
TKT_002400,CUST_01700,Low,25,1
TKT_002401,CUST_00725,High,52,5
TKT_002402,CUST_01434,High,65,5
TKT_002403,CUST_01343,Medium,42,4
TKT_002404,CUST_01896,Medium,35,4
TKT_002405,CUST_04484,Medium,67,4
TKT_002406,CUST_04101,Low,64,3
TKT_002407,CUST_02283,Low,63,4
TKT_002408,CUST_00375,High,21,5
TKT_002409,CUST_02323,Medium,53,3
TKT_002410,CUST_01395,Low,54,2
TKT_002411,CUST_03874,Medium,29,1
TKT_002412,CUST_01556,Low,14,3
TKT_002413,CUST_00924,High,70,2
TKT_002414,CUST_00841,Medium,23,4
TKT_002415,CUST_01731,Medium,46,3
TKT_002416,CUST_04073,Low,55,3
TKT_002417,CUST_04724,Medium,65,1
TKT_002418,CUST_02052,High,34,4
TKT_002419,CUST_03911,Medium,33,5
TKT_002420,CUST_01548,Medium,22,4
TKT_002421,CUST_03979,High,57,5
TKT_002422,CUST_02454,Low,60,4
TKT_002423,CUST_01437,Low,34,3
TKT_002424,CUST_03261,Medium,23,5
TKT_002425,CUST_02365,Low,40,4
TKT_002426,CUST_04615,Low,36,5
TKT_002427,CUST_00924,Medium,35,2
TKT_002428,CUST_01451,Medium,70,3
TKT_002429,CUST_01546,High,64,4
TKT_002430,CUST_04787,Low,15,5
TKT_002431,CUST_03814,Critical,5,5
TKT_002432,CUST_02905,Low,40,5
TKT_002433,CUST_02259,Medium,14,5
TKT_002434,CUST_03865,Low,42,4
TKT_002435,CUST_04543,Medium,36,4
TKT_002436,CUST_00070,Critical,11,1
TKT_002437,CUST_01325,Medium,48,4
TKT_002438,CUST_03140,Low,34,1
TKT_002439,CUST_02330,Medium,66,1
TKT_002440,CUST_00368,Medium,60,4
TKT_002441,CUST_01884,Low,33,5
TKT_002442,CUST_02089,High,40,5
TKT_002443,CUST_00685,Low,47,5
TKT_002444,CUST_01774,Medium,62,5
TKT_002445,CUST_03714,Low,24,4
TKT_002446,CUST_02565,Low,14,4
TKT_002447,CUST_03942,High,57,4
TKT_002448,CUST_03202,Low,33,1
TKT_002449,CUST_01921,Low,60,1
TKT_002450,CUST_00688,Medium,64,2
TKT_002451,CUST_03094,Low,47,5
TKT_002452,CUST_02089,Medium,21,4
TKT_002453,CUST_00153,Medium,67,4
TKT_002454,CUST_04654,Critical,19,3
TKT_002455,CUST_04029,Medium,67,5
TKT_002456,CUST_01071,Critical,5,5
TKT_002457,CUST_03791,Medium,30,3
TKT_002458,CUST_04099,Low,19,3
TKT_002459,CUST_04872,Low,44,3
TKT_002460,CUST_01060,High,31,5
TKT_002461,CUST_02859,Medium,41,4
TKT_002462,CUST_04092,Low,46,4
TKT_002463,CUST_04339,High,70,3
TKT_002464,CUST_03822,Low,42,5
TKT_002465,CUST_01442,Medium,30,2
TKT_002466,CUST_02267,Medium,61,4
TKT_002467,CUST_02249,Medium,66,3
TKT_002468,CUST_04490,Low,57,4
TKT_002469,CUST_00601,Medium,25,4
TKT_002470,CUST_00836,Low,21,2
TKT_002471,CUST_00400,Medium,14,5
TKT_002472,CUST_02329,Medium,66,2
TKT_002473,CUST_01008,High,45,2
TKT_002474,CUST_00767,Low,62,3
TKT_002475,CUST_00433,High,39,5
TKT_002476,CUST_00400,Medium,30,3
TKT_002477,CUST_00329,Medium,50,3
TKT_002478,CUST_04731,Low,37,4
TKT_002479,CUST_01772,Low,15,5
TKT_002480,CUST_01613,Medium,23,4
TKT_002481,CUST_04174,Critical,22,4
TKT_002482,CUST_04428,Medium,18,4
TKT_002483,CUST_04246,High,14,4
TKT_002484,CUST_02005,Medium,37,3
TKT_002485,CUST_03011,High,68,4
TKT_002486,CUST_04246,Low,13,4
TKT_002487,CUST_01609,Medium,23,4
TKT_002488,CUST_03119,High,70,4
TKT_002489,CUST_00362,High,43,3
TKT_002490,CUST_01717,Medium,62,5
TKT_002491,CUST_02422,Low,71,5
TKT_002492,CUST_04191,Medium,49,4
TKT_002493,CUST_03462,Low,22,3
TKT_002494,CUST_03982,Low,43,3
TKT_002495,CUST_02130,Low,71,5
TKT_002496,CUST_04729,Low,56,3
TKT_002497,CUST_02461,Medium,26,4
TKT_002498,CUST_02051,Medium,65,2
TKT_002499,CUST_04109,Low,17,5
TKT_002500,CUST_04260,Medium,37,5
TKT_002501,CUST_04713,Low,19,5
TKT_002502,CUST_01369,Low,19,5
TKT_002503,CUST_04262,Medium,49,1
TKT_002504,CUST_03147,Low,19,1
TKT_002505,CUST_00661,Medium,28,4
TKT_002506,CUST_04563,Low,50,5
TKT_002507,CUST_00516,Medium,30,5
TKT_002508,CUST_00720,Low,14,4
TKT_002509,CUST_00172,Low,52,4
TKT_002510,CUST_01470,Low,60,1
TKT_002511,CUST_01174,Medium,20,5
TKT_002512,CUST_04667,Low,64,3
TKT_002513,CUST_04901,Low,57,3
TKT_002514,CUST_01175,Low,68,4
TKT_002515,CUST_03745,Medium,44,1
TKT_002516,CUST_04209,Low,43,5
TKT_002517,CUST_01942,Low,43,3
TKT_002518,CUST_04032,Critical,7,3
TKT_002519,CUST_01398,Low,60,2
TKT_002520,CUST_04022,Medium,60,4
TKT_002521,CUST_00698,Critical,10,3
TKT_002522,CUST_01775,Low,70,3
TKT_002523,CUST_03212,Medium,40,2
TKT_002524,CUST_03474,Low,48,3
TKT_002525,CUST_04064,High,28,5
TKT_002526,CUST_02755,High,61,5
TKT_002527,CUST_04452,Low,30,4
TKT_002528,CUST_04335,Low,42,5
TKT_002529,CUST_03054,Medium,30,4
TKT_002530,CUST_04609,Critical,2,2
TKT_002531,CUST_02681,Low,61,5
TKT_002532,CUST_03604,Critical,11,4
TKT_002533,CUST_03345,High,46,5
TKT_002534,CUST_01430,Low,25,5
TKT_002535,CUST_02162,Medium,12,5
TKT_002536,CUST_00027,Low,60,5
TKT_002537,CUST_03772,Medium,44,4
TKT_002538,CUST_01442,Low,60,4
TKT_002539,CUST_04688,Medium,47,3
TKT_002540,CUST_02228,Medium,12,3
TKT_002541,CUST_00567,Medium,31,4
TKT_002542,CUST_00247,Medium,33,3
TKT_002543,CUST_01524,Medium,46,3
TKT_002544,CUST_02365,Critical,6,2
TKT_002545,CUST_03966,Medium,23,5
TKT_002546,CUST_03693,Medium,54,4
TKT_002547,CUST_01774,Low,48,5
TKT_002548,CUST_02938,Low,69,4
TKT_002549,CUST_03891,Low,24,5
TKT_002550,CUST_01092,Medium,23,4
TKT_002551,CUST_00747,Medium,13,4
TKT_002552,CUST_01575,Medium,31,2
TKT_002553,CUST_04441,Critical,1,1
TKT_002554,CUST_03602,Low,69,5
TKT_002555,CUST_02100,Medium,71,5
TKT_002556,CUST_03517,High,52,3
TKT_002557,CUST_03806,Medium,46,5
TKT_002558,CUST_02853,Medium,35,3
TKT_002559,CUST_00592,High,63,5
TKT_002560,CUST_00693,Medium,49,4
TKT_002561,CUST_01164,Medium,37,1
TKT_002562,CUST_03793,High,22,3
TKT_002563,CUST_00409,Medium,63,4
TKT_002564,CUST_02383,Low,63,3
TKT_002565,CUST_00405,High,54,4
TKT_002566,CUST_04743,High,26,5
TKT_002567,CUST_01484,Low,17,3
TKT_002568,CUST_02123,Medium,51,4
TKT_002569,CUST_00865,Medium,20,4
TKT_002570,CUST_01585,High,61,5
TKT_002571,CUST_00217,Low,17,4
TKT_002572,CUST_00743,Medium,28,3
TKT_002573,CUST_04514,Medium,34,3
TKT_002574,CUST_03839,Medium,69,4
TKT_002575,CUST_03275,Critical,20,2
TKT_002576,CUST_04752,Critical,3,3
TKT_002577,CUST_00864,Low,62,1
TKT_002578,CUST_03983,Low,68,4
TKT_002579,CUST_02856,Low,33,5
TKT_002580,CUST_04047,Medium,27,4
TKT_002581,CUST_03685,Medium,56,3
TKT_002582,CUST_04392,Medium,23,5
TKT_002583,CUST_00450,Low,20,4
TKT_002584,CUST_02151,Low,17,4
TKT_002585,CUST_01116,Low,15,5
TKT_002586,CUST_02838,Medium,49,5
TKT_002587,CUST_03429,Medium,28,5
TKT_002588,CUST_02194,Low,69,2
TKT_002589,CUST_03339,Low,67,4
TKT_002590,CUST_02167,Medium,21,5
TKT_002591,CUST_01527,High,51,3
TKT_002592,CUST_00264,Low,46,1
TKT_002593,CUST_01300,Medium,58,1
TKT_002594,CUST_03419,Low,32,5
TKT_002595,CUST_03037,Low,64,4
TKT_002596,CUST_02713,Medium,30,3
TKT_002597,CUST_00787,Low,38,4
TKT_002598,CUST_04989,Medium,22,4
TKT_002599,CUST_03970,High,17,5
TKT_002600,CUST_02410,Medium,70,4
TKT_002601,CUST_03047,Medium,52,5
TKT_002602,CUST_00236,Low,54,3
TKT_002603,CUST_03335,Low,39,4
TKT_002604,CUST_01075,Medium,14,5
TKT_002605,CUST_04447,Low,52,4
TKT_002606,CUST_04513,Low,56,3
TKT_002607,CUST_02891,Low,35,5
TKT_002608,CUST_00744,Low,48,5
TKT_002609,CUST_03944,Medium,24,3
TKT_002610,CUST_01006,High,26,4
TKT_002611,CUST_00013,Critical,20,3
TKT_002612,CUST_01851,Medium,50,5
TKT_002613,CUST_04902,Low,46,1
TKT_002614,CUST_03604,Low,69,3
TKT_002615,CUST_02261,Low,56,4
TKT_002616,CUST_04366,Low,29,5
TKT_002617,CUST_00984,Medium,54,5
TKT_002618,CUST_04870,High,64,4
TKT_002619,CUST_01960,Medium,14,5
TKT_002620,CUST_02229,High,39,1
TKT_002621,CUST_01763,Medium,27,5
TKT_002622,CUST_01289,Medium,53,3
TKT_002623,CUST_01017,High,52,5
TKT_002624,CUST_02154,Medium,58,3
TKT_002625,CUST_04583,Medium,54,4
TKT_002626,CUST_04500,Low,69,5
TKT_002627,CUST_04486,Low,34,4
TKT_002628,CUST_00608,High,43,5
TKT_002629,CUST_04045,Low,21,4
TKT_002630,CUST_04219,Medium,69,3
TKT_002631,CUST_02837,Medium,67,4
TKT_002632,CUST_04133,Medium,49,1
TKT_002633,CUST_00710,Low,68,4
TKT_002634,CUST_00767,Low,49,5
TKT_002635,CUST_04599,Medium,24,1
TKT_002636,CUST_03599,Medium,26,3
TKT_002637,CUST_02965,Low,39,4
TKT_002638,CUST_00092,Critical,2,5
TKT_002639,CUST_00100,Medium,46,5
TKT_002640,CUST_03025,Medium,13,5
TKT_002641,CUST_00686,Medium,12,2
TKT_002642,CUST_01751,Low,52,2
TKT_002643,CUST_03949,Critical,7,4
TKT_002644,CUST_03670,Critical,22,2
TKT_002645,CUST_00394,Medium,33,4
TKT_002646,CUST_00594,Medium,15,4
TKT_002647,CUST_02882,Medium,64,3
TKT_002648,CUST_00886,Medium,57,4
TKT_002649,CUST_03053,Medium,35,5
TKT_002650,CUST_00505,Medium,25,1
TKT_002651,CUST_03751,Low,28,3
TKT_002652,CUST_01778,Medium,25,5
TKT_002653,CUST_04438,Medium,51,3
TKT_002654,CUST_03498,Low,50,4
TKT_002655,CUST_00134,Medium,52,5
TKT_002656,CUST_02926,Medium,63,3
TKT_002657,CUST_04308,Medium,38,5
TKT_002658,CUST_00585,Low,32,5
TKT_002659,CUST_01437,Medium,51,5
TKT_002660,CUST_00357,Medium,46,4
TKT_002661,CUST_03355,Medium,37,4
TKT_002662,CUST_01751,Medium,42,5
TKT_002663,CUST_01701,Medium,70,5
TKT_002664,CUST_01710,Low,44,4
TKT_002665,CUST_03682,Low,60,1
TKT_002666,CUST_00537,Low,22,4
TKT_002667,CUST_02469,Medium,70,3
TKT_002668,CUST_00151,Medium,69,1
TKT_002669,CUST_01756,Medium,27,3
TKT_002670,CUST_02551,Low,17,3
TKT_002671,CUST_00888,Low,45,5
TKT_002672,CUST_02996,Low,52,4
TKT_002673,CUST_04839,Low,43,5
TKT_002674,CUST_02563,Medium,32,5
TKT_002675,CUST_01609,Low,40,3
TKT_002676,CUST_01242,Medium,22,5
TKT_002677,CUST_00208,Critical,11,4
TKT_002678,CUST_03833,Low,67,4
TKT_002679,CUST_03362,High,67,4
TKT_002680,CUST_02900,Medium,16,5
TKT_002681,CUST_03588,High,38,2
TKT_002682,CUST_02756,Low,39,4
TKT_002683,CUST_02726,High,42,1
TKT_002684,CUST_04035,Critical,4,3
TKT_002685,CUST_02280,High,22,1
TKT_002686,CUST_00989,Medium,70,5
TKT_002687,CUST_04977,Low,24,3
TKT_002688,CUST_02860,Low,54,5
TKT_002689,CUST_04303,High,17,5
TKT_002690,CUST_01650,Low,38,2
TKT_002691,CUST_02409,Low,41,2
TKT_002692,CUST_02421,Low,64,3
TKT_002693,CUST_01125,Medium,59,4
TKT_002694,CUST_00529,Medium,30,4
TKT_002695,CUST_01272,Critical,9,5
TKT_002696,CUST_01420,High,69,4
TKT_002697,CUST_04174,Medium,20,5
TKT_002698,CUST_01736,Medium,66,4
TKT_002699,CUST_04137,Medium,56,4
TKT_002700,CUST_04386,Low,39,4
TKT_002701,CUST_01149,High,39,4
TKT_002702,CUST_01524,Medium,57,4
TKT_002703,CUST_02762,Medium,36,4
TKT_002704,CUST_00711,Low,37,1
TKT_002705,CUST_00961,Medium,70,3
TKT_002706,CUST_04919,Low,15,5
TKT_002707,CUST_03710,Low,14,1
TKT_002708,CUST_00005,High,45,4
TKT_002709,CUST_04920,Low,32,5
TKT_002710,CUST_00118,Medium,28,4
TKT_002711,CUST_02792,Medium,49,3
TKT_002712,CUST_04757,High,45,1
TKT_002713,CUST_01567,High,55,5
TKT_002714,CUST_04763,High,23,2
TKT_002715,CUST_03373,Low,36,1
TKT_002716,CUST_03330,High,32,4
TKT_002717,CUST_02709,Low,29,3
TKT_002718,CUST_01186,Low,47,5
TKT_002719,CUST_03347,Low,17,4
TKT_002720,CUST_04513,High,31,5
TKT_002721,CUST_01148,Medium,64,5
TKT_002722,CUST_04966,Low,31,2
TKT_002723,CUST_03067,Low,43,3
TKT_002724,CUST_00616,Low,42,5
TKT_002725,CUST_03121,Medium,31,4
TKT_002726,CUST_01027,Low,62,3
TKT_002727,CUST_03071,Medium,68,4
TKT_002728,CUST_00762,Medium,41,5
TKT_002729,CUST_02631,Medium,14,4
TKT_002730,CUST_04367,High,31,5
TKT_002731,CUST_02006,Low,19,5
TKT_002732,CUST_04823,Low,32,5
TKT_002733,CUST_00434,Medium,59,4
TKT_002734,CUST_04618,High,34,1
TKT_002735,CUST_02917,Medium,65,5
TKT_002736,CUST_03963,High,12,4
TKT_002737,CUST_02538,Medium,13,5
TKT_002738,CUST_04906,Low,21,5
TKT_002739,CUST_01223,Medium,48,3
TKT_002740,CUST_04532,Low,69,5
TKT_002741,CUST_02265,Medium,41,4
TKT_002742,CUST_01534,Low,62,4
TKT_002743,CUST_04794,Low,55,1
TKT_002744,CUST_00792,High,35,5
TKT_002745,CUST_03157,Low,43,5
TKT_002746,CUST_01053,Low,67,4
TKT_002747,CUST_02085,Critical,21,4
TKT_002748,CUST_02555,Medium,41,4
TKT_002749,CUST_03604,Medium,49,5
TKT_002750,CUST_01682,High,66,2
TKT_002751,CUST_02308,Medium,25,3
TKT_002752,CUST_03723,Low,66,3
TKT_002753,CUST_03327,Medium,14,1
TKT_002754,CUST_02037,Medium,36,4
TKT_002755,CUST_03158,High,56,4
TKT_002756,CUST_03726,Low,18,5
TKT_002757,CUST_02682,Low,28,4
TKT_002758,CUST_01965,Low,52,5
TKT_002759,CUST_02460,Medium,38,4
TKT_002760,CUST_00422,Low,49,4
TKT_002761,CUST_00959,High,49,5
TKT_002762,CUST_02047,Critical,5,5
TKT_002763,CUST_00595,Medium,43,4
TKT_002764,CUST_02218,Critical,2,5
TKT_002765,CUST_01349,Low,22,5
TKT_002766,CUST_02830,High,45,3
TKT_002767,CUST_00228,Medium,63,4
TKT_002768,CUST_00005,Low,71,4
TKT_002769,CUST_00152,Low,58,4
TKT_002770,CUST_02269,Medium,45,5
TKT_002771,CUST_04253,Medium,18,2
TKT_002772,CUST_03330,High,21,4
TKT_002773,CUST_03078,Medium,36,1
TKT_002774,CUST_02326,Medium,13,3
TKT_002775,CUST_03972,Low,60,4
TKT_002776,CUST_01005,Medium,41,5
TKT_002777,CUST_04977,Medium,28,5
TKT_002778,CUST_03661,Low,40,1
TKT_002779,CUST_03519,Critical,1,2
TKT_002780,CUST_00995,Medium,57,4
TKT_002781,CUST_01737,Medium,71,3
TKT_002782,CUST_01623,Medium,46,3
TKT_002783,CUST_02628,High,28,5
TKT_002784,CUST_01954,Low,67,4
TKT_002785,CUST_04709,Medium,58,4
TKT_002786,CUST_03493,Low,33,5
TKT_002787,CUST_01926,Low,62,4
TKT_002788,CUST_00173,Low,36,5
TKT_002789,CUST_01193,Medium,31,5
TKT_002790,CUST_01127,High,27,3
TKT_002791,CUST_00228,Medium,36,4
TKT_002792,CUST_03644,Medium,26,3
TKT_002793,CUST_01987,High,48,1
TKT_002794,CUST_03729,Medium,26,1
TKT_002795,CUST_01235,Low,68,3
TKT_002796,CUST_03767,Low,26,2
TKT_002797,CUST_04617,Low,67,5
TKT_002798,CUST_03716,Low,29,4
TKT_002799,CUST_04522,Low,48,4
TKT_002800,CUST_02122,Medium,12,1
TKT_002801,CUST_00343,Low,44,1
TKT_002802,CUST_04467,Low,14,4
TKT_002803,CUST_02932,Low,60,3
TKT_002804,CUST_04318,Medium,33,4
TKT_002805,CUST_04736,High,65,4
TKT_002806,CUST_01359,Critical,9,5
TKT_002807,CUST_02422,Medium,57,5
TKT_002808,CUST_04833,Medium,52,4
TKT_002809,CUST_03175,Medium,38,5
TKT_002810,CUST_00738,Medium,15,5
TKT_002811,CUST_04661,Medium,62,3
TKT_002812,CUST_01027,Medium,46,5
TKT_002813,CUST_04640,Medium,12,5
TKT_002814,CUST_01104,Critical,12,1
TKT_002815,CUST_02684,Low,66,1
TKT_002816,CUST_04945,Medium,35,1
TKT_002817,CUST_00396,Low,57,3
TKT_002818,CUST_02940,Medium,40,5
TKT_002819,CUST_04485,Low,33,4
TKT_002820,CUST_03332,Medium,34,3
TKT_002821,CUST_01535,Medium,32,1
TKT_002822,CUST_00045,Medium,25,3
TKT_002823,CUST_01980,Medium,19,1
TKT_002824,CUST_01865,Medium,69,2
TKT_002825,CUST_01808,Medium,27,5
TKT_002826,CUST_02275,Medium,46,5
TKT_002827,CUST_04445,High,35,5
TKT_002828,CUST_02161,Medium,70,5
TKT_002829,CUST_03102,Low,37,5
TKT_002830,CUST_02324,Medium,18,2
TKT_002831,CUST_03434,Low,36,4
TKT_002832,CUST_04822,Low,49,4
TKT_002833,CUST_03508,Medium,56,5
TKT_002834,CUST_00804,High,37,5
TKT_002835,CUST_02070,Low,37,5
TKT_002836,CUST_04481,Medium,41,3
TKT_002837,CUST_00491,Low,13,2
TKT_002838,CUST_01480,High,71,3
TKT_002839,CUST_02936,Medium,54,3
